substance,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
0,2018,Backpropagation through the Void: Optimizing control variates for black-box gradient estimation,37,18,10,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Accept (Poster),Accepted,8,7,6.0,7.0,good,ICLR_2018_270_paper.json,1,0,3,2,0,3,4,4,4,1,0,7,0,0,0,0,1,1,6,37,3,2,16,6,0,62,1,14,3,9,3,0,0,1,1,0,2,2,34,159,242,48.0,65.0,55.0,41.0,31.0,12.0
0,2020,Meta Reinforcement Learning with Autonomous Inference of Subtask Dependencies,44,11,11,3,5,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,2,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_456_paper.json,4,0,3,7,3,5,7,6,2,1,0,4,2,0,1,0,0,0,7,52,6,2,14,17,0,64,3,22,1,17,1,2,4,2,1,0,3,5,123,287,13,0.0,0.0,4.0,2.0,7.0,10.0
1,2019,Wasserstein Barycenter Model Ensembling,44,21,9,0,2,2,0,0,5,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2019_156_paper.json,1,1,2,4,1,4,1,8,1,0,0,6,0,0,3,0,0,0,7,39,3,1,31,8,1,31,5,13,0,10,0,0,0,0,4,0,1,1,72,181,21,1.0,3.0,5.0,9.0,4.0,1.0
0,2020,Q-learning with UCB Exploration is Sample Efficient for Infinite-Horizon MDP,18,4,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_111_paper.json,1,0,4,0,3,1,0,3,0,1,0,3,1,1,1,0,0,0,4,23,3,4,15,3,0,48,0,2,1,10,0,0,0,2,0,0,1,0,85,174,68,0.0,4.0,34.0,20.0,12.0,7.0
0,2019,Practical lossless compression with latent variables using bits back coding,29,6,2,7,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2019_470_paper.json,1,1,3,0,0,1,2,1,1,1,0,5,2,0,1,0,0,0,1,20,2,1,23,5,7,60,1,12,1,10,4,1,3,0,0,0,2,1,61,194,86,0.0,10.0,18.0,33.0,31.0,6.0
1,2020,Sliced Cramer Synaptic Consolidation for Preserving Deeply Learned Representations,36,10,6,2,4,2,0,1,3,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,Accept (Spotlight),Accepted,8,6,,7.0,good,ICLR_2020_559_paper.json,1,0,1,2,0,2,4,6,1,0,0,6,0,0,0,0,1,1,5,30,8,1,19,4,4,48,1,15,3,8,0,0,1,0,0,0,5,0,48,165,13,0.0,0.0,4.0,2.0,11.0,4.0
0,2018,Fix your classifier: the marginal value of training the last weight layer,51,31,24,1,6,1,0,0,6,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2018_323_paper.json,0,0,5,2,1,1,1,11,0,0,0,6,0,0,2,0,2,0,7,38,1,0,13,3,3,28,2,4,2,7,2,0,1,1,1,1,2,1,27,99,79,15.0,17.0,14.0,21.0,14.0,4.0
0,2018,Large scale distributed neural network training through online distillation,17,10,0,3,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,4,6.0,6.0,good,ICLR_2018_101_paper.json,0,1,6,1,3,2,1,7,0,0,1,2,2,1,1,0,0,0,0,28,3,0,67,7,3,29,0,14,3,4,6,0,2,1,0,1,1,3,12,156,281,24.0,51.0,83.0,64.0,62.0,21.0
0,2018,Learning Approximate Inference Networks for Structured Prediction,44,20,1,2,7,4,2,0,0,8,3,1,1,0,0,0,1,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,5,9.0,7.0,good,ICLR_2018_85_paper.json,1,0,1,0,1,3,2,11,1,2,0,6,0,0,0,0,5,1,4,38,4,3,22,5,0,58,3,33,3,10,2,2,3,1,2,1,5,1,65,223,46,8.0,18.0,10.0,7.0,3.0,2.0
0,2020,Smoothness and Stability in GANs,51,17,4,7,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,8,6,1.0,5.0,good,ICLR_2020_318_paper.json,4,0,6,1,1,5,0,4,0,2,0,6,0,0,3,0,0,1,11,44,7,0,30,5,1,82,4,11,0,4,3,1,0,0,1,0,4,2,125,280,36,0.0,0.0,17.0,13.0,8.0,6.0
0,2019,ProbGAN: Towards Probabilistic GAN with Theoretical Guarantees,24,10,6,0,8,2,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Accept (Poster),Accepted,5,6,9.0,6.67,good,ICLR_2019_166_paper.json,2,0,4,2,1,1,2,2,0,1,0,5,0,0,1,0,0,0,6,27,6,5,27,10,3,50,1,14,1,14,1,0,0,1,1,0,1,1,70,206,19,1.0,2.0,6.0,6.0,3.0,0.0
1,2020,Scalable and Order-robust Continual Learning with Additive Parameter Decomposition,30,10,2,6,5,4,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,1,6,8.0,5.0,good,ICLR_2020_30_paper.json,1,1,1,2,0,0,0,8,0,0,0,13,2,0,1,0,0,0,0,29,0,2,30,10,2,49,0,14,3,14,1,0,1,3,1,0,3,1,26,160,69,0.0,0.0,15.0,27.0,27.0,16.0
0,2019,Learning what and where to attend,42,11,1,0,3,1,0,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2019_61_paper.json,1,2,7,4,2,5,4,2,0,1,0,2,1,0,2,0,0,2,7,42,1,2,26,17,2,54,1,13,4,14,1,5,7,2,5,2,1,1,49,207,66,2.0,11.0,17.0,19.0,23.0,12.0
0,2018,i-RevNet: Deep Invertible Networks,29,11,11,0,0,2,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,9,8.0,8.33,good,ICLR_2018_142_paper.json,1,0,8,3,1,4,2,3,1,1,0,5,0,1,3,0,2,0,13,48,2,0,27,7,0,48,1,6,1,7,0,1,0,0,0,0,0,0,47,147,45,20.0,76.0,55.0,64.0,38.0,12.0
0,2020,A Closer Look at the Optimization Landscapes of Generative Adversarial Networks,41,15,0,7,10,4,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_287_paper.json,1,2,2,1,2,1,4,7,1,0,0,7,2,0,2,0,0,0,5,37,3,0,27,4,2,73,4,10,0,4,0,0,1,3,1,0,5,1,53,191,46,0.0,6.0,15.0,19.0,7.0,3.0
0,2018,Neural Map: Structured Memory for Deep Reinforcement Learning,20,11,0,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Accept (Poster),Accepted,7,9,6.0,7.33,good,ICLR_2018_313_paper.json,1,0,4,0,0,1,0,1,0,0,0,7,1,0,0,0,0,1,5,21,8,1,28,15,3,36,1,17,3,8,0,1,0,2,1,0,1,2,91,218,210,52.0,49.0,45.0,37.0,21.0,5.0
1,2017,Adversarial Training Methods for Semi-Supervised Text Classification,38,14,2,4,6,5,0,1,0,1,4,1,0,0,0,1,2,0,1,0,0,0,0,4,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2017_185_paper.json,6,0,0,1,1,0,2,6,0,2,0,4,0,0,0,0,0,1,4,27,3,1,16,7,1,28,0,16,4,15,2,0,2,0,0,2,0,2,20,119,89,66.0,106.0,169.0,170.0,186.0,56.0
1,2018,A DIRT-T Approach to Unsupervised Domain Adaptation,35,15,12,0,5,4,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,Accept (Poster),Accepted,8,7,7.0,7.33,good,ICLR_2018_191_paper.json,1,0,8,2,0,5,4,4,0,1,0,8,1,0,1,0,2,0,3,40,6,3,35,13,0,45,2,6,2,18,2,0,3,1,0,0,2,1,29,168,442,28.0,98.0,117.0,117.0,86.0,24.0
0,2017,Neuro-Symbolic Program Synthesis,29,10,4,1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,5,7,8.0,6.67,good,ICLR_2017_55_paper.json,2,0,4,1,2,1,0,1,0,3,0,6,0,0,0,0,2,1,2,25,5,0,26,31,5,59,1,16,2,7,0,2,1,3,3,0,2,4,56,223,10,56.0,40.0,55.0,50.0,36.0,14.0
0,2018,Latent Space Oddity: on the Curvature of Deep Generative Models,19,9,0,5,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Accept (Poster),Accepted,3,7,7.0,5.67,good,ICLR_2018_37_paper.json,2,0,2,1,1,2,0,0,1,0,0,2,0,0,0,0,2,1,6,20,5,1,23,9,1,32,6,16,1,9,0,0,0,1,1,0,0,2,77,184,169,17.0,31.0,44.0,40.0,40.0,21.0
0,2018,Auto-Conditioned Recurrent Networks for Extended Complex Human Motion Synthesis,45,10,5,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2018_43_paper.json,0,0,5,1,3,1,0,3,1,1,0,11,2,2,1,0,2,1,5,39,1,1,22,3,2,15,0,8,1,6,2,1,1,4,1,0,0,2,31,101,166,17.0,24.0,46.0,44.0,36.0,14.0
1,2020,A Fair Comparison of Graph Neural Networks for Graph Classification,30,11,1,3,4,2,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,Accept (Poster),Accepted,8,6,6.0,6.67,good,ICLR_2020_145_paper.json,0,0,2,3,3,1,3,2,0,1,1,1,0,2,2,0,1,2,2,26,1,4,21,5,1,23,5,5,1,12,7,1,0,4,6,0,3,1,27,127,236,1.0,5.0,56.0,93.0,89.0,35.0
0,2019,Improving Generalization and Stability of Generative Adversarial Networks,25,19,2,6,7,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2019_139_paper.json,1,0,4,0,3,0,0,3,0,0,0,7,1,1,7,0,0,0,1,28,0,2,42,7,1,26,1,3,2,10,0,1,0,5,6,1,2,0,78,187,108,2.0,20.0,46.0,23.0,19.0,3.0
1,2020,"Deep 3D Pan via Local adaptive ""t-shaped"" convolutions with global and local adaptive dilations",40,19,2,2,0,0,0,1,22,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,Accept (Poster),Accepted,6,6,3.0,5.0,good,ICLR_2020_154_paper.json,2,0,4,1,0,4,1,10,0,2,1,8,1,0,1,0,1,2,4,42,5,2,17,21,5,26,0,17,4,21,1,1,2,4,2,0,4,1,72,205,3,0.0,0.0,1.0,2.0,0.0,0.0
0,2020,Learning the Arrow of Time for Problems in Reinforcement Learning,37,6,9,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2020_61_paper.json,3,1,9,5,1,3,0,5,1,1,1,4,0,0,0,0,0,0,14,48,6,2,47,17,0,81,4,23,3,4,4,0,0,1,1,0,3,2,110,308,6,0.0,0.0,1.0,2.0,3.0,0.0
0,2019,Diversity and Depth in Per-Example Routing Models,48,23,13,7,5,5,0,0,5,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2019_105_paper.json,1,0,4,5,6,0,2,8,0,0,0,4,0,0,1,0,1,0,7,39,0,0,34,9,0,17,1,7,2,3,5,2,1,2,2,1,0,2,40,128,26,0.0,7.0,5.0,8.0,6.0,2.0
0,2018,Residual Loss Prediction: Reinforcement Learning With No Incremental Feedback,51,14,8,0,4,8,1,0,0,1,2,1,0,0,0,0,2,0,1,1,0,0,0,1,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2018_302_paper.json,3,0,4,3,2,2,5,7,1,0,0,2,0,0,4,0,0,0,5,38,7,1,25,25,2,66,10,19,1,6,1,2,1,1,1,3,3,1,105,280,6,1.0,4.0,0.0,1.0,0.0,0.0
0,2019,Subgradient Descent Learns Orthogonal Dictionaries,44,19,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2019_229_paper.json,1,2,7,1,1,4,1,2,0,0,0,3,1,0,2,0,4,1,1,31,2,1,26,6,4,99,0,9,1,9,3,0,1,0,2,0,6,0,135,304,47,4.0,16.0,13.0,10.0,4.0,2.0
1,2018,Stochastic gradient descent performs variational inference converges to limit cycles for deep networks,68,29,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,5,6.0,6.33,good,ICLR_2018_309_paper.json,1,3,5,3,3,0,2,0,0,2,0,4,1,0,1,0,0,0,12,37,3,2,38,5,1,54,0,7,2,6,0,1,0,1,0,1,0,1,89,211,238,39.0,51.0,59.0,56.0,32.0,17.0
0,2020,Vid2Game: Controllable Characters Extracted from Real-World Videos,34,16,13,1,2,1,0,0,7,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_120_paper.json,0,0,3,2,0,0,2,3,0,0,0,4,1,0,3,0,1,1,8,28,3,3,11,13,1,18,0,9,2,13,0,1,0,0,8,0,1,3,83,169,27,0.0,1.0,10.0,11.0,8.0,0.0
0,2020,AutoQ: Automated Kernel-Wise Neural Network Quantization ,38,23,2,2,3,2,1,0,5,0,0,0,3,0,0,1,0,1,0,0,2,0,0,0,Accept (Poster),Accepted,6,3,8.0,5.67,good,ICLR_2020_35_paper.json,0,0,3,2,1,1,0,4,0,0,1,8,2,0,1,0,0,1,2,26,1,0,24,29,0,19,0,6,1,0,0,0,2,1,4,0,0,1,28,116,45,0.0,3.0,10.0,15.0,20.0,9.0
0,2018,Learning how to explain neural networks: PatternNet and PatternAttribution,26,11,2,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,Accept (Poster),Accepted,8,8,6.0,7.33,good,ICLR_2018_262_paper.json,0,0,5,2,2,3,0,4,0,2,0,1,0,0,0,0,3,0,5,27,6,0,33,22,0,59,1,5,1,5,0,0,1,3,1,0,1,2,68,208,296,32.0,82.0,79.0,60.0,47.0,6.0
0,2020,Meta Dropout: Learning to Perturb Latent Features for Generalization,49,17,2,11,13,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,8,3,6.0,5.67,good,ICLR_2020_376_paper.json,3,0,1,2,0,5,5,7,0,2,0,5,0,0,1,0,3,0,4,38,4,0,18,9,2,42,2,13,1,11,4,0,2,2,2,1,0,2,25,140,35,1.0,0.0,10.0,10.0,16.0,7.0
0,2020,On the Equivalence between Positional Node Embeddings and Structural Graph Representations,85,18,14,0,12,2,1,0,0,1,1,0,0,0,0,0,1,7,0,1,0,1,0,1,Accept (Poster),Accepted,8,8,6.0,7.33,good,ICLR_2020_398_paper.json,1,1,7,5,1,6,0,4,1,0,1,4,1,1,3,0,1,2,5,44,13,5,34,10,2,72,3,14,5,4,1,0,0,1,0,0,2,2,104,272,55,0.0,2.0,8.0,19.0,26.0,13.0
0,2017,Neural Program Lattices,26,16,11,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Accept (Poster),Accepted,4,7,7.0,6.0,good,ICLR_2017_45_paper.json,0,0,1,3,3,3,3,5,0,3,0,4,2,0,2,0,3,2,2,36,2,1,16,21,3,66,2,7,2,11,2,0,0,1,0,0,11,3,55,203,27,9.0,4.0,5.0,3.0,0.0,2.0
0,2019,Understanding and Improving Interpolation in Autoencoders via an Adversarial Regularizer,47,16,16,4,11,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Accept (Poster),Accepted,7,8,9.0,8.0,good,ICLR_2019_289_paper.json,1,0,4,3,0,5,0,5,2,0,0,4,0,0,0,0,1,1,3,29,3,1,29,18,1,60,3,10,0,18,2,0,4,1,3,0,1,1,35,190,198,7.0,31.0,68.0,59.0,39.0,10.0
0,2019,Regularized Learning for  Domain Adaptation under Label Shifts,46,5,7,0,6,5,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2019_432_paper.json,0,0,4,2,0,4,4,5,0,0,0,5,2,0,4,0,1,0,7,38,3,0,38,4,2,72,5,17,2,13,2,0,2,0,0,2,5,0,88,255,124,1.0,14.0,46.0,34.0,33.0,15.0
0,2019,Riemannian Adaptive Optimization Methods,33,14,4,2,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2019_398_paper.json,0,1,2,2,3,2,1,3,0,0,1,7,0,0,1,0,1,0,6,30,8,0,16,9,1,23,2,4,2,8,0,0,1,1,0,1,2,0,56,134,130,5.0,25.0,38.0,30.0,36.0,19.0
0,2020,Global Relational Models of Source Code,27,13,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,3.0,5.0,good,ICLR_2020_202_paper.json,0,0,3,1,4,2,3,7,1,0,0,6,0,2,1,1,0,0,2,33,1,0,17,1,2,42,1,7,2,12,0,0,1,0,0,2,2,1,26,117,141,0.0,3.0,27.0,47.0,73.0,20.0
0,2019,Integer Networks for Data Compression with Latent-Variable Models,19,10,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,8,6.0,7.0,good,ICLR_2019_309_paper.json,0,0,3,1,1,2,0,3,0,0,0,5,1,0,1,0,0,0,7,24,1,0,25,4,3,31,1,5,1,0,1,0,0,0,0,0,1,0,46,119,33,0.0,3.0,6.0,7.0,20.0,3.0
0,2019,Large-Scale Answerer in Questioner's Mind for Visual Dialog Question Generation,39,33,17,5,4,3,0,1,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,6.0,6.33,good,ICLR_2019_452_paper.json,3,0,8,3,4,0,0,3,1,0,0,8,2,1,4,0,0,1,5,43,6,2,35,22,0,16,0,11,5,9,1,1,6,2,4,1,2,2,39,164,13,0.0,3.0,4.0,2.0,4.0,2.0
0,2019,G-SGD: Optimizing ReLU Neural Networks in its Positively Scale-Invariant Space,17,6,3,0,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2019_384_paper.json,0,0,1,1,2,0,2,5,3,0,0,2,1,0,2,0,1,0,2,22,5,2,16,8,2,100,3,17,2,15,1,0,4,0,0,0,1,2,109,287,20,2.0,1.0,6.0,8.0,5.0,3.0
1,2020,Self-Adversarial Learning with Comparative Discrimination for Text Generation,28,8,9,0,7,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,3,8.0,6.33,good,ICLR_2020_121_paper.json,1,0,3,1,2,2,7,5,0,1,0,1,0,0,0,0,6,1,3,33,1,2,25,9,0,31,2,10,1,18,1,2,3,3,3,0,1,1,20,133,12,0.0,1.0,4.0,5.0,2.0,3.0
0,2020,A Theoretical Analysis of the Number of Shots in Few-Shot Learning,32,12,1,5,3,4,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,8,6,6.0,6.67,good,ICLR_2020_166_paper.json,2,0,5,1,0,3,1,3,1,0,0,4,0,0,0,0,2,0,4,26,2,0,22,18,1,44,3,14,5,6,0,1,1,0,2,0,7,3,51,180,40,0.0,0.0,13.0,12.0,16.0,3.0
0,2018,Quantitatively Evaluating GANs With Divergences Proposed for Training,42,23,25,1,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Accept (Poster),Accepted,7,4,7.0,6.0,good,ICLR_2018_170_paper.json,1,0,3,4,1,1,1,4,0,0,0,6,1,0,2,0,2,0,2,28,2,1,24,6,3,45,2,19,1,14,1,0,6,5,4,0,1,2,39,175,68,13.0,25.0,16.0,13.0,1.0,0.0
0,2017,Pruning Filters for Efficient ConvNets,34,24,6,4,7,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2017_23_paper.json,1,0,1,1,2,1,1,2,0,0,0,9,2,0,0,0,1,1,4,26,1,0,24,11,2,24,0,8,1,9,0,1,5,0,3,0,5,3,41,138,2534,1.0,10.0,30.0,211.0,546.0,202.0
0,2017,Diet Networks: Thin Parameters for Fat Genomics,17,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,Accept (Poster),Accepted,6,7,8.0,7.0,good,ICLR_2017_50_paper.json,2,0,1,5,1,3,1,3,0,0,0,3,0,0,0,0,0,1,1,21,1,1,18,6,1,23,4,5,0,7,0,0,4,1,0,1,1,0,29,102,43,9.0,7.0,8.0,11.0,6.0,2.0
0,2020,Multi-Scale Representation Learning  for Spatial Feature Distributions using Grid Cells,35,13,5,2,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Spotlight),Accepted,8,6,6.0,6.67,good,ICLR_2020_536_paper.json,2,0,9,2,2,2,3,2,0,1,1,5,0,0,2,0,2,0,7,40,7,0,10,10,1,26,2,18,1,7,2,1,3,2,0,1,1,5,59,156,38,0.0,0.0,8.0,15.0,16.0,9.0
1,2018,Leveraging Grammar and Reinforcement Learning for Neural Program Synthesis,38,22,3,9,4,4,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,5,6,7.0,6.0,good,ICLR_2018_40_paper.json,2,0,4,2,2,1,1,1,0,3,0,6,0,1,1,0,6,0,2,32,0,2,40,8,2,45,1,9,3,7,0,4,2,2,2,0,1,4,56,188,159,16.0,36.0,44.0,33.0,29.0,17.0
0,2020,On Solving Minimax Optimization Locally: A Follow-the-Ridge Approach,46,17,7,6,6,6,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_394_paper.json,3,0,7,2,1,2,4,4,0,1,0,4,0,1,1,0,0,2,4,36,8,1,36,6,1,64,3,27,7,9,0,1,1,1,0,0,4,1,98,268,81,0.0,1.0,27.0,34.0,20.0,2.0
1,2017,Snapshot Ensembles: Train 1 Get M for Free,37,17,17,0,5,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,Accept (Poster),Accepted,9,7,8.0,8.0,good,ICLR_2017_53_paper.json,1,0,4,3,3,1,5,7,0,1,0,3,1,0,3,0,1,0,3,36,1,0,35,5,1,28,0,16,5,11,0,3,1,0,0,1,0,3,31,141,617,79.0,107.0,147.0,134.0,126.0,43.0
0,2020,Augmenting Genetic Algorithms with Deep Neural Networks for Exploring the Chemical Space,32,14,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Accept (Poster),Accepted,8,3,6.0,5.67,good,ICLR_2020_183_paper.json,0,0,2,0,2,3,1,0,1,0,0,4,0,0,1,0,0,1,5,20,1,0,19,3,0,22,2,4,5,12,0,2,0,0,1,0,1,1,25,98,84,0.0,1.0,24.0,36.0,25.0,7.0
1,2017,Fine-grained Analysis of Sentence Embeddings Using Auxiliary Prediction Tasks,32,10,10,0,4,2,0,0,0,0,4,1,0,0,1,0,1,0,1,0,0,0,0,1,Accept (Poster),Accepted,8,8,8.0,8.0,good,ICLR_2017_186_paper.json,0,0,3,3,2,1,0,3,0,0,0,3,1,1,0,0,2,0,5,24,3,1,41,9,0,39,1,4,1,4,2,0,3,2,0,1,1,2,42,156,421,62.0,85.0,100.0,78.0,67.0,20.0
0,2020,LAMOL: LAnguage MOdeling for Lifelong Language Learning,31,11,15,0,2,1,0,0,1,0,3,1,1,0,0,1,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,6,6,3.0,5.0,good,ICLR_2020_20_paper.json,3,1,3,3,1,1,2,5,0,1,0,1,1,0,1,0,0,0,3,26,3,0,22,13,1,16,1,6,3,6,1,3,0,2,3,1,0,4,53,138,81,0.0,0.0,10.0,30.0,44.0,17.0
0,2020,StructPool: Structured Graph Pooling via Conditional Random Fields,34,13,0,8,6,6,2,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_6_paper.json,3,0,3,4,1,0,1,6,0,0,0,10,1,0,0,0,1,1,2,33,3,0,18,6,1,29,3,25,4,14,0,1,2,1,1,2,0,3,53,166,96,0.0,2.0,22.0,40.0,40.0,17.0
0,2020,Linear Symmetric Quantization of Neural Networks for Low-precision Integer Hardware,35,10,4,2,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,3.0,5.0,good,ICLR_2020_28_paper.json,1,0,3,1,0,0,1,6,0,0,0,7,1,0,0,0,0,0,8,28,3,0,20,8,5,27,2,23,1,8,1,1,2,0,1,0,1,2,38,143,34,0.0,1.0,3.0,10.0,22.0,5.0
1,2019,SNAS: stochastic neural architecture search,37,23,20,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Accept (Poster),Accepted,7,6,7.0,6.67,good,ICLR_2019_496_paper.json,2,0,7,5,2,2,2,2,1,1,0,2,0,0,4,0,1,0,4,35,2,2,22,13,1,29,3,8,1,7,1,1,3,0,4,1,0,3,60,161,700,7.0,141.0,231.0,217.0,128.0,36.0
1,2020,HOPPITY: LEARNING GRAPH TRANSFORMATIONS TO DETECT AND FIX BUGS IN PROGRAMS,25,14,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Spotlight),Accepted,6,8,6.0,6.67,good,ICLR_2020_558_paper.json,1,0,4,0,0,2,1,5,0,3,0,3,1,0,0,1,1,1,2,25,4,2,23,5,2,59,3,24,6,11,3,2,1,5,1,2,3,7,63,226,110,1.0,0.0,31.0,37.0,47.0,20.0
0,2019,L-Shapley and C-Shapley: Efficient Model Interpretation for Structured Data,27,7,4,1,3,2,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,3,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2019_278_paper.json,2,1,1,4,3,5,0,4,0,1,0,3,2,0,1,0,1,0,10,38,3,6,62,14,1,78,3,15,4,8,2,1,4,1,7,1,3,1,133,347,136,2.0,23.0,38.0,40.0,38.0,13.0
