replicability,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
0,2019,Recall Traces: Backtracking Models for Efficient Reinforcement Learning,49,13,12,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2019_260_paper.json,2,0,1,2,2,0,2,7,0,0,0,6,2,1,0,0,2,0,0,27,4,2,28,16,1,55,2,22,3,11,3,3,1,0,1,0,3,1,34,190,55,9,15,15,7,9,1
0,2018,Variational image compression with a scale hyperprior,20,9,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2018_90_paper.json,2,0,5,4,3,1,1,2,2,2,0,9,1,1,2,0,2,0,7,44,2,3,34,12,1,33,3,5,3,9,0,1,1,1,0,0,4,2,82,196,724,24,90,169,211,291,120
0,2018,Implicit Causal Models for Genome-wide Association Studies,43,6,2,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,Accept (Poster),Accepted,5,6,6.0,5.67,good,ICLR_2018_218_paper.json,2,1,7,7,5,3,6,5,1,0,1,1,0,0,0,0,1,0,3,43,4,2,24,6,0,85,2,16,2,7,1,1,0,3,0,0,0,2,72,227,38,5,13,7,5,4,1
0,2020,Gradient $\ell_1$ Regularization for Quantization Robustness,27,15,10,1,3,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_434_paper.json,0,1,1,1,0,1,3,5,0,0,0,4,1,1,1,0,0,0,1,20,4,1,27,4,2,44,0,3,1,12,1,2,1,2,1,2,6,2,58,173,6,0,0,2,1,3,1
0,2019,Learning to Simulate Complex Physics with Graph Networks,25,12,5,1,0,1,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,6.0,6.33,good,ICLR_2019_196_paper.json,1,0,3,1,2,2,1,3,1,0,0,5,0,0,0,0,1,2,0,22,2,0,12,5,0,57,0,14,3,12,2,1,2,0,0,1,3,2,36,152,61,1,0,55,160,237,102
1,2020,Analysis of Video Feature Learning in Two-Stream CNNs on the Example of Zebrafish Swim Bout Classification,58,10,6,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_64_paper.json,1,1,7,1,1,2,0,10,0,3,0,4,2,0,3,1,4,2,4,46,0,1,19,4,2,56,1,7,3,9,1,2,3,0,5,0,1,0,30,144,1,0,0,0,1,1,0
0,2020,Consistency Regularization for Generative Adversarial Networks,36,14,4,6,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2020_501_paper.json,2,0,4,0,2,2,3,5,1,4,0,5,1,1,1,0,2,0,2,35,0,0,20,5,3,33,1,17,0,21,0,1,1,1,0,2,1,2,27,135,175,0,6,44,79,54,15
0,2018,Unsupervised Machine Translation Using Monolingual Corpora Only,41,25,15,1,5,1,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,8,7,7.0,7.33,good,ICLR_2018_105_paper.json,0,0,2,5,2,1,1,7,0,2,0,10,1,0,1,0,1,0,2,35,1,0,15,11,1,43,4,9,1,17,1,2,4,2,0,0,6,1,49,167,882,133,225,241,156,134,45
0,2017,End-to-end Optimized Image Compression,26,7,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Accept (Oral),Accepted,7,8,9.0,8.0,good,ICLR_2017_2_paper.json,2,2,9,2,1,3,4,8,0,9,0,1,0,0,1,0,1,2,7,52,5,0,19,6,0,36,0,10,2,6,0,1,1,2,1,1,3,3,44,140,15,75,122,196,206,272,105
0,2019,Latent Convolutional Models,21,8,1,3,2,2,0,2,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,7,6,7.0,6.67,good,ICLR_2019_180_paper.json,1,1,4,2,1,3,3,5,0,3,0,0,3,2,2,0,2,2,5,39,1,1,22,8,1,40,2,14,1,8,0,1,1,3,2,3,3,3,37,151,14,1,5,5,2,2,2
0,2018,Improving the Improved Training of Wasserstein GANs: A Consistency Term and Its Dual Effect,41,25,27,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,4,6,7.0,5.67,good,ICLR_2018_242_paper.json,0,1,3,2,1,2,4,5,2,2,0,5,1,0,2,0,2,0,6,38,1,1,12,3,0,28,1,20,4,20,0,1,1,0,3,4,4,0,24,127,215,24,54,51,43,41,3
0,2020,Empirical Bayes Transductive Meta-Learning with Synthetic Gradients,50,20,16,4,4,5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_448_paper.json,4,0,4,2,2,7,1,6,1,0,0,8,0,1,0,0,1,0,4,41,4,1,19,8,0,51,9,9,2,5,2,2,0,1,1,0,3,1,61,179,74,0,0,21,25,31,11
0,2019,BabyAI: A Platform to Study the Sample Efficiency of Grounded Language Learning,44,13,12,6,5,3,8,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,1,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2019_420_paper.json,0,0,5,1,0,2,0,5,0,0,0,2,0,0,0,0,2,0,4,21,10,3,26,14,1,47,0,19,3,3,3,4,1,0,4,0,0,2,65,205,125,0,14,30,39,47,13
0,2020,Learning from Rules Generalizing Labeled Exemplars,37,20,3,1,6,6,1,1,3,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,Accept (Spotlight),Accepted,6,8,6.0,6.67,good,ICLR_2020_616_paper.json,3,0,3,3,2,1,0,4,0,2,0,7,0,0,0,0,1,0,3,29,5,1,12,6,1,74,0,17,3,21,1,0,1,0,0,0,2,2,63,209,50,0,0,9,16,28,7
0,2019,INVASE: Instance-wise Variable Selection using Neural Networks,31,6,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2019_63_paper.json,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,20,6,3,38,1,13,3,7,1,4,5,4,5,1,5,2,27,148,85,0,9,29,26,27,11
0,2020,Harnessing the Power of Infinitely Wide Deep Nets on Small-data Tasks,39,18,16,3,5,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Accept (Spotlight),Accepted,8,6,8.0,7.33,good,ICLR_2020_605_paper.json,1,1,1,1,1,2,6,3,0,0,0,2,4,1,5,1,0,0,6,35,1,2,31,0,1,24,3,18,1,9,0,0,5,0,7,4,1,0,36,143,118,1,3,44,40,36,7
0,2020,Jacobian Adversarially Regularized Networks for Robustness,32,17,15,0,4,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,3,6.0,5.0,good,ICLR_2020_357_paper.json,1,0,8,3,1,1,4,1,0,0,0,7,0,1,4,0,1,0,3,35,1,0,24,10,1,21,0,11,1,10,0,0,3,0,1,4,3,2,13,105,48,0,3,17,13,15,4
0,2019,Spectral Inference Networks: Unifying Deep and Spectral Learning,41,9,1,3,6,1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,Accept (Poster),Accepted,5,7,5.0,5.67,good,ICLR_2019_332_paper.json,5,0,3,7,3,2,0,5,0,0,0,1,0,0,0,0,1,0,1,28,5,5,25,2,0,58,3,12,2,5,1,0,1,0,2,1,2,3,87,214,20,1,2,6,5,7,8
0,2020,GraphAF: a Flow-based Autoregressive Model for Molecular Graph Generation,47,16,12,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_336_paper.json,2,0,0,4,4,2,2,13,0,0,1,9,1,0,0,0,2,0,6,46,8,0,18,15,2,42,3,14,2,9,1,2,2,2,0,1,1,0,45,167,194,2,2,33,75,98,39
0,2020,Learning to Represent Programs with Property Signatures,43,15,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Accept (Poster),Accepted,6,6,1.0,4.33,good,ICLR_2020_160_paper.json,2,2,5,0,1,0,3,4,0,0,0,3,0,0,1,0,1,0,4,26,1,0,10,9,2,69,3,13,2,7,2,1,0,0,2,0,1,2,43,167,24,0,1,10,6,6,3
1,2018,TreeQN and ATreeC: Differentiable Tree-Structured Models for Deep Reinforcement Learning,33,12,4,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,Accept (Poster),Accepted,4,8,5.0,5.67,good,ICLR_2018_300_paper.json,0,0,4,5,1,1,3,3,1,1,0,10,0,0,1,0,1,0,5,36,2,2,26,18,1,27,1,16,3,6,6,1,3,3,0,2,1,2,55,175,50,12,6,9,15,8,4
0,2019,Human-level Protein Localization with Convolutional Neural Networks,20,10,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Accept (Poster),Accepted,4,5,8.0,5.67,good,ICLR_2019_490_paper.json,1,0,4,2,1,1,0,3,0,0,0,4,0,0,1,0,0,0,8,25,1,0,20,5,3,21,1,15,2,11,0,3,0,0,1,0,1,3,43,130,14,0,6,4,3,1,0
0,2019,Janossy Pooling: Learning Deep Permutation-Invariant Functions for Variable-Size Inputs,49,25,10,4,7,4,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,5,7,8.0,6.67,good,ICLR_2019_69_paper.json,3,0,3,4,2,4,8,1,3,0,0,8,1,0,1,0,3,1,7,49,4,4,40,7,1,57,3,11,7,2,2,1,1,1,1,0,1,2,93,238,123,4,25,34,31,32,5
0,2020,Abstract Diagrammatic Reasoning with Multiplex Graph Networks,38,10,9,0,5,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,3,6.0,5.0,good,ICLR_2020_362_paper.json,1,1,0,0,0,1,0,8,1,1,0,7,3,1,1,0,0,0,10,35,6,3,24,16,3,32,2,23,0,9,1,2,1,2,3,1,0,4,80,212,40,0,0,13,19,11,6
0,2019,Analysing Mathematical Reasoning Abilities of Neural Models,29,9,13,0,2,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2019_161_paper.json,1,0,5,1,0,3,0,5,1,0,2,5,1,1,2,0,0,0,2,29,1,3,35,7,4,24,0,7,2,2,5,0,0,1,1,0,3,4,55,154,216,0,20,54,75,67,30
0,2020,Semi-Supervised Generative Modeling for Controllable Speech Synthesis,41,12,14,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2020_192_paper.json,1,0,3,0,3,1,3,6,1,1,0,4,1,0,3,0,5,4,4,40,4,3,27,7,1,54,1,15,4,8,2,2,1,1,2,0,1,4,56,193,214,0,0,13,10,11,1
0,2020,Composing Task-Agnostic Policies with Deep Reinforcement Learning,34,7,9,0,3,1,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,2,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_261_paper.json,1,0,4,8,4,0,1,7,0,1,0,5,0,0,0,0,2,0,3,36,7,2,10,26,3,25,4,19,2,15,3,0,1,2,3,0,4,3,71,200,20,0,1,4,7,10,3
0,2020,Tensor Decompositions for Temporal Knowledge Base Completion,29,9,4,0,5,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_388_paper.json,1,0,4,0,1,6,4,3,1,0,0,9,4,0,1,0,1,0,10,45,3,2,11,3,0,32,4,8,4,7,3,0,0,1,1,0,2,1,29,111,84,0,1,12,29,54,20
0,2019,Beyond Pixel Norm-Balls: Parametric Adversaries using an Analytically Differentiable Renderer,60,30,12,3,1,0,0,2,13,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2019_324_paper.json,0,1,3,8,2,5,1,7,0,1,0,7,0,0,1,0,1,0,2,39,5,2,24,2,3,75,2,16,5,10,1,0,0,0,0,1,0,4,53,203,83,1,15,25,28,18,5
0,2019,Generalized Tensor Models for Recurrent Neural Networks,25,8,3,3,3,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2019_402_paper.json,1,1,7,0,0,2,0,3,0,0,0,2,2,0,5,0,1,0,3,27,2,2,24,1,1,66,1,5,4,2,2,0,0,0,1,0,4,1,58,174,21,1,6,4,7,2,1
0,2019,Neural Speed Reading with Structural-Jump-LSTM,25,8,1,1,3,1,0,0,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,7,5.0,6.33,good,ICLR_2019_45_paper.json,1,0,0,3,0,2,3,2,0,1,0,9,1,0,1,0,2,0,2,27,1,0,18,15,1,18,3,7,0,7,0,2,0,0,0,0,0,1,50,123,24,0,9,4,7,4,1
0,2017,Learning to Perform Physics Experiments via Deep Reinforcement Learning,41,28,9,1,5,1,0,3,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2017_76_paper.json,2,0,8,1,6,0,2,1,0,0,0,7,2,0,0,0,1,1,1,32,2,1,36,17,4,62,2,21,2,13,1,0,2,1,1,0,4,4,54,227,76,18,18,8,8,5,2
0,2018,Understanding Short-Horizon Bias in Stochastic Meta-Optimization,34,12,0,4,2,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,Accept (Poster),Accepted,7,6,8.0,7.0,good,ICLR_2018_277_paper.json,3,0,7,3,3,2,1,4,0,1,0,5,1,0,1,0,0,1,3,35,3,1,30,4,1,56,3,9,3,5,2,0,1,2,0,0,1,1,51,173,24,15,18,23,31,23,14
0,2019,Smoothing the Geometry of Probabilistic Box Embeddings,25,10,2,3,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Oral),Accepted,7,8,8.0,7.67,good,ICLR_2019_9_paper.json,3,0,0,0,1,2,2,3,1,0,0,4,0,0,0,0,1,0,5,22,4,0,15,2,1,31,2,8,3,8,0,1,0,0,0,1,1,2,49,128,57,0,6,16,14,22,4
0,2018,Identifying Analogies Across Domains,24,14,8,2,4,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,5,4.0,5.33,good,ICLR_2018_184_paper.json,0,0,0,0,0,1,1,7,0,2,0,3,1,0,0,0,0,0,2,17,2,0,19,10,2,27,0,17,0,12,0,0,1,0,2,0,6,1,53,152,13,8,2,1,2,0,0
0,2018,Meta-Learning and Universality: Deep Representations and Gradient Descent can Approximate any Learning Algorithm,21,12,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,7.0,6.33,good,ICLR_2018_58_paper.json,2,0,2,2,1,3,1,2,0,0,0,2,2,0,1,0,0,0,2,20,11,2,32,9,0,147,1,10,0,5,1,1,3,1,0,0,3,2,94,322,190,29,42,58,34,26,11
0,2019,Bayesian Policy Optimization for Model Uncertainty,43,11,2,2,6,9,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,5,7,6.0,6.0,good,ICLR_2019_311_paper.json,1,1,7,4,1,5,2,4,0,0,0,7,1,0,0,0,2,1,2,38,1,3,25,11,1,34,2,7,1,9,0,0,2,1,0,1,1,2,32,133,32,1,6,8,9,8,2
0,2020,The Ingredients of Real World Robotic Reinforcement Learning,50,21,13,4,2,6,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,Accept (Spotlight),Accepted,8,8,6.0,7.33,good,ICLR_2020_608_paper.json,0,1,6,0,1,2,1,7,1,1,0,5,0,0,0,0,3,0,2,30,0,1,30,17,1,39,3,15,3,13,3,0,1,3,0,0,1,1,35,166,92,0,1,20,39,37,10
0,2020,Meta-Q-Learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Talk),Accepted,6,8,8.0,7.33,good,ICLR_2020_660_paper.json,2,0,10,1,1,2,2,10,0,0,0,2,0,0,1,0,0,1,2,34,3,1,45,20,2,30,1,9,1,6,0,1,1,1,4,2,0,1,49,177,59,0,1,18,25,23,6
0,2020,Deep Symbolic Superoptimization Without Human Knowledge,26,7,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,3.0,5.0,good,ICLR_2020_370_paper.json,3,0,3,4,1,0,1,6,0,1,0,4,0,0,0,0,1,0,5,29,2,3,42,18,1,39,0,12,1,5,1,3,2,4,2,0,4,1,89,229,5,0,0,0,2,3,1
0,2020,A Generalized Training Approach for Multiagent Learning,54,14,2,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,Accept (Talk),Accepted,8,8,8.0,8.0,good,ICLR_2020_679_paper.json,3,1,10,1,3,5,2,1,0,0,1,4,2,1,1,0,1,1,3,40,5,3,55,23,1,64,3,12,8,6,9,4,0,4,6,1,2,0,105,311,52,0,1,12,22,17,3
1,2020,Improving Generalization in Meta Reinforcement Learning using Learned Objectives,61,18,12,11,10,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Accept (Spotlight),Accepted,6,6,8.0,6.67,good,ICLR_2020_623_paper.json,0,0,6,3,3,0,1,5,1,0,0,7,1,0,1,0,1,0,7,36,1,2,36,15,2,41,1,15,2,12,2,2,1,7,3,3,4,8,44,201,78,0,3,25,29,25,7
0,2020,On the interaction between supervision and self-play in emergent communication,40,23,3,11,6,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2020_480_paper.json,0,0,5,0,4,3,1,5,0,0,1,4,2,0,1,0,1,2,1,30,2,1,25,7,2,56,3,13,1,10,5,0,1,1,0,3,1,1,26,158,40,0,1,13,20,5,3
0,2020,Implementation Matters in Deep RL: A Case Study on PPO and TRPO,17,4,3,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Talk),Accepted,8,8,8.0,8.0,good,ICLR_2020_667_paper.json,0,0,2,3,2,1,1,0,0,0,0,3,1,0,1,0,1,0,0,15,0,1,18,4,1,40,1,2,1,6,1,1,1,2,1,0,2,1,11,94,131,1,2,33,58,42,21
1,2020,Guiding Program Synthesis by Learning to Generate Examples,46,14,0,8,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,3,8.0,6.33,good,ICLR_2020_344_paper.json,2,0,1,2,1,1,0,4,0,1,0,6,0,1,0,0,1,0,0,20,3,1,38,15,5,54,0,20,8,7,0,0,4,4,4,2,3,3,56,227,8,0,0,2,3,3,1
0,2020,Recurrent neural circuits for contour detection,66,23,3,3,6,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2020_224_paper.json,0,0,7,6,6,3,4,6,0,0,0,3,0,1,2,1,3,0,2,44,2,2,17,19,1,20,2,5,3,2,0,2,1,0,3,1,2,1,45,128,26,0,2,5,11,9,3
0,2019,Meta-Learning with Latent Embedding Optimization,51,26,9,4,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Accept (Poster),Accepted,6,5,8.0,6.33,good,ICLR_2019_64_paper.json,2,0,2,3,2,1,2,8,0,0,0,8,1,0,0,0,6,0,4,39,6,0,24,25,1,32,2,14,1,7,0,3,4,0,1,0,1,2,50,173,942,15,117,234,290,259,85
0,2020,Compositional Language Continual Learning,35,11,7,1,5,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,Accept (Poster),Accepted,3,6,8.0,5.67,good,ICLR_2020_489_paper.json,1,0,5,2,1,2,1,5,2,0,0,5,0,0,1,0,0,0,1,26,2,2,8,4,2,45,2,21,4,5,3,1,0,0,1,1,2,1,41,145,27,0,0,8,12,6,3
0,2019,Meta-Learning Update Rules for Unsupervised Representation Learning,67,20,17,4,7,8,0,0,1,0,1,0,2,0,0,0,0,0,3,0,0,0,1,2,Accept (Oral),Accepted,8,8,8.0,8.0,good,ICLR_2019_11_paper.json,0,0,3,0,1,4,0,8,0,0,0,2,0,0,1,0,1,0,5,25,5,0,19,17,2,91,2,31,3,8,0,0,0,2,0,0,6,7,77,270,88,7,23,31,19,12,5
0,2020,Neural Epitome Search for Architecture-Agnostic Network Compression,40,16,17,0,2,2,0,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,3,6.0,5.0,good,ICLR_2020_397_paper.json,0,0,0,2,2,0,0,6,0,1,0,1,1,0,1,0,1,1,2,18,0,2,19,22,1,32,2,11,5,14,0,2,0,2,2,0,1,2,61,178,7,0,0,1,6,0,0
0,2019,Tree-Structured Recurrent Switching Linear Dynamical Systems for Multi-Scale Modeling,27,6,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2019_237_paper.json,2,0,3,1,1,4,0,6,0,0,0,3,0,2,0,0,1,1,2,26,3,3,16,12,1,42,2,7,1,6,0,0,1,1,0,0,2,2,74,173,51,1,9,12,19,9,3
0,2018,Learning to Multi-Task by Active Sampling,28,9,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,5,7,7.0,6.33,good,ICLR_2018_280_paper.json,2,0,1,5,0,2,2,7,0,2,0,6,0,0,2,0,4,2,8,43,11,7,39,36,0,76,1,22,0,25,4,2,4,2,4,1,2,4,108,348,20,4,5,8,4,5,1
0,2020,Overlearning Reveals Sensitive Attributes,43,16,0,5,7,4,0,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,1,6.0,4.33,good,ICLR_2020_206_paper.json,2,0,2,5,1,0,2,4,0,0,0,3,0,1,0,0,0,0,7,27,7,0,24,13,1,26,0,17,0,2,0,1,1,0,2,0,0,2,36,132,77,0,5,17,28,29,10
0,2020,From Variational to Deterministic Autoencoders,58,15,7,11,10,10,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2020_142_paper.json,0,0,17,5,3,1,1,1,0,1,0,4,1,0,1,0,1,0,5,41,3,3,32,13,2,53,2,14,0,6,0,1,3,1,2,0,2,1,30,168,179,2,15,64,56,44,25
0,2019,Algorithmic Framework for Model-based Deep Reinforcement Learning with Theoretical Guarantees,76,34,26,2,5,10,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,3,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2019_50_paper.json,0,3,5,2,2,1,2,7,0,2,0,9,0,0,1,0,2,1,4,41,5,4,30,9,1,124,4,16,7,13,1,0,1,3,0,1,3,3,115,340,152,4,28,36,51,35,12
0,2019,Hierarchical interpretations for neural network predictions,42,15,19,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,Accept (Poster),Accepted,6,6,7.0,6.33,good,ICLR_2019_336_paper.json,0,0,2,0,2,0,0,3,0,1,0,3,0,0,2,0,0,0,1,14,2,2,26,8,3,45,1,11,5,13,0,0,4,1,2,1,3,0,61,188,103,5,21,23,37,25,9
0,2020,AutoQ: Automated Kernel-Wise Neural Network Quantization ,38,23,2,2,3,2,1,0,5,0,0,0,3,0,0,1,0,1,0,0,2,0,0,0,Accept (Poster),Accepted,6,3,8.0,5.67,good,ICLR_2020_35_paper.json,0,0,3,2,1,1,0,4,0,0,1,8,2,0,1,0,0,1,2,26,1,0,24,29,0,19,0,6,1,0,0,0,2,1,4,0,0,1,28,116,45,0,3,10,15,20,9
0,2020,Exploratory Not Explanatory: Counterfactual Analysis of Saliency Maps for Deep Reinforcement Learning,59,28,4,2,5,3,2,0,0,0,0,0,1,0,0,3,0,1,0,1,0,1,0,0,Accept (Poster),Accepted,8,3,1.0,4.0,poor,ICLR_2020_342_paper.json,1,0,8,5,2,2,1,2,0,0,0,10,1,0,3,0,0,0,6,41,4,2,55,17,4,50,3,5,2,3,2,5,0,4,9,0,0,2,51,218,51,0,3,12,15,22,3
0,2018,AmbientGAN: Generative models from lossy measurements,34,22,18,0,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Oral),Accepted,7,7,8.0,7.33,good,ICLR_2018_23_paper.json,2,0,2,1,2,3,5,4,0,1,0,1,1,0,0,0,1,0,5,28,1,3,20,4,1,77,2,26,1,18,0,1,2,1,2,0,2,3,82,246,137,21,28,30,37,22,9
0,2019,BA-Net: Dense Bundle Adjustment Networks,52,18,0,1,2,1,0,4,18,0,0,0,5,0,0,0,1,0,0,5,1,0,0,0,Accept (Oral),Accepted,8,7,9.0,8.0,good,ICLR_2019_1_paper.json,2,1,4,6,2,2,2,12,1,2,0,14,0,0,2,0,0,1,2,53,1,3,22,6,1,40,4,20,1,12,0,0,0,3,2,0,1,4,44,164,51,0,7,9,20,15,10
0,2019,Learning to Infer and Execute 3D Shape Programs,44,22,1,6,6,4,0,1,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2019_494_paper.json,1,0,2,2,3,0,0,3,0,1,0,6,0,0,0,1,0,0,2,21,1,1,15,4,1,36,3,10,8,11,2,1,1,0,0,0,0,5,27,126,103,0,17,35,28,23,10
0,2019,Analyzing Inverse Problems with Invertible Neural Networks,52,21,0,0,10,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2019_421_paper.json,1,0,7,5,1,0,1,0,1,1,0,0,4,0,0,0,0,0,6,27,0,1,25,10,1,54,1,11,3,12,1,1,1,1,2,0,3,5,60,192,274,7,50,58,78,93,33
0,2020,Learning from Explanations with Neural Execution Tree,35,8,4,0,4,0,1,0,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,8,3.0,6.33,good,ICLR_2020_264_paper.json,0,1,1,3,0,4,4,5,0,0,0,11,2,0,0,0,2,0,4,37,3,4,17,16,1,41,1,14,3,11,0,1,1,5,4,0,1,1,71,195,25,0,0,8,13,6,2
