originality,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
1,2020,VideoFlow: A Conditional Flow-Based Model for Stochastic Video Generation,55,9,19,3,12,4,1,2,2,0,0,0,2,2,0,0,0,0,1,3,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_91_paper.json,0,1,2,0,3,5,3,7,1,1,1,2,2,1,0,0,5,0,3,37,1,0,17,2,0,61,0,24,2,19,6,2,0,2,0,0,1,0,24,161,104,0,20,27,33,25,4
1,2017,Towards Principled Methods for Training Generative Adversarial Networks,13,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Oral),Accepted,8,10,7,8.33,good,ICLR_2017_5_paper.json,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,3,1,41,3,1,78,2,6,0,3,1,2,0,0,0,0,1,2,118,262,1609,18,32,319,309,233,85
0,2019,Universal Transformers,33,12,11,2,4,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2019_276_paper.json,5,1,3,5,0,2,2,6,1,0,0,2,3,0,2,0,1,1,6,40,2,0,25,15,0,24,2,5,2,6,1,0,1,0,2,1,1,1,48,136,452,14,90,120,131,111,48
1,2019,Learning Neural PDE Solvers with Convergence Guarantees,25,15,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Accept (Poster),Accepted,7,8,6,7,good,ICLR_2019_458_paper.json,2,1,2,0,1,0,0,1,0,1,0,4,1,0,0,0,2,0,4,19,4,0,12,6,3,59,0,8,3,22,1,1,0,1,0,0,3,2,70,195,82,0,12,23,27,22,10
0,2018,Not-So-Random Features,46,10,1,0,11,2,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,5,Accept (Poster),Accepted,7,6,4,5.67,good,ICLR_2018_261_paper.json,1,2,2,2,0,3,3,5,0,1,1,4,0,0,0,0,4,1,2,31,4,2,12,8,1,48,0,6,1,12,0,2,0,0,0,0,1,1,68,166,13,2,2,3,2,4,1
1,2017,Pruning Convolutional Neural Networks for Resource Efficient Inference,32,19,5,1,7,1,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,7,6,9,7.33,good,ICLR_2017_80_paper.json,0,0,3,3,1,1,1,3,0,0,0,4,0,0,1,0,2,0,4,23,1,1,36,12,1,57,0,13,1,12,0,1,3,0,3,0,2,2,51,196,1229,0,120,293,260,228,99
0,2019,Whitening and Coloring Batch Transform for GANs,51,28,0,5,6,4,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_302_paper.json,0,0,5,6,1,3,6,17,3,2,0,11,0,0,3,0,4,6,12,79,0,0,17,18,3,42,2,35,5,17,0,0,6,0,3,2,8,4,66,228,35,0,5,10,11,9,3
0,2019,Caveats for information bottleneck in deterministic scenarios,37,15,10,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,Accept (Poster),Accepted,2,8,6,5.33,good,ICLR_2019_444_paper.json,0,1,4,2,1,2,1,5,0,0,0,3,1,0,3,0,1,0,11,35,2,0,40,15,3,70,4,12,0,6,1,2,1,4,5,0,3,6,140,314,49,4,7,17,13,7,1
0,2020,ES-MAML: Simple Hessian-Free Meta Learning,34,16,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,8,8,1,5.67,good,ICLR_2020_48_paper.json,3,0,11,4,2,2,0,5,1,1,0,2,3,0,3,0,2,0,9,48,6,2,41,16,2,49,2,13,4,9,0,0,1,0,2,1,1,5,51,205,78,0,3,24,37,18,4
1,2020,Sequential Latent Knowledge Selection for Knowledge-Grounded Dialogue,47,27,0,5,4,1,0,0,0,8,9,2,0,0,0,1,1,0,0,0,0,0,0,0,Accept (Spotlight),Accepted,8,6,8,7.33,good,ICLR_2020_601_paper.json,1,0,1,1,3,3,2,10,1,2,0,9,1,0,0,0,1,0,4,39,4,0,19,8,1,31,3,18,2,10,0,0,0,1,2,2,2,4,38,145,97,0,0,14,37,48,15
1,2018,Relational Neural Expectation Maximization: Unsupervised Discovery of Objects and their Interactions,50,23,15,0,9,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,7,7,7.33,good,ICLR_2018_178_paper.json,3,0,8,6,1,5,2,3,0,1,0,7,0,0,0,0,2,0,6,44,1,1,24,11,0,30,1,22,1,7,2,0,4,5,0,0,1,3,27,140,240,16,57,69,59,42,15
1,2018,Mastering the Dungeon: Grounded Language Learning by Mechanical Turker Descent,25,8,11,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Accept (Poster),Accepted,7,7,8,7.33,good,ICLR_2018_103_paper.json,1,0,5,1,2,0,0,0,0,1,0,0,0,0,0,0,3,0,2,15,2,2,37,15,2,36,3,14,3,11,2,2,1,2,4,2,3,3,43,187,23,3,7,5,8,0,1
1,2020,Improved Sample Complexities for Deep Neural Networks and Robust Classification via an All-Layer Margin,55,27,30,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,Accept (Poster),Accepted,3,8,8,6.33,good,ICLR_2020_184_paper.json,0,1,9,0,1,3,4,4,1,8,0,8,2,0,6,0,1,0,7,55,2,0,16,5,2,163,5,23,2,18,4,0,0,0,0,0,9,5,163,417,24,0,1,6,6,11,3
1,2020,Learning to Learn by Zeroth-Order Oracle,25,7,6,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_237_paper.json,0,1,2,2,1,1,4,2,0,0,0,7,0,0,0,0,2,0,3,25,3,0,28,6,2,44,0,28,4,17,1,1,1,3,0,1,3,2,34,178,9,0,0,4,3,2,2
0,2020,Mixed-curvature Variational Autoencoders,59,24,11,9,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2020_452_paper.json,0,2,4,3,5,3,2,4,1,3,1,7,1,0,1,0,5,0,14,56,6,2,43,8,3,76,1,15,4,7,2,3,1,1,0,2,4,1,161,340,259,0,1,9,17,12,5
1,2020,Making Sense of Reinforcement Learning and Probabilistic Inference,49,10,9,2,10,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_630_paper.json,2,2,14,4,1,3,0,5,0,0,1,1,1,0,4,1,0,1,5,45,5,4,39,12,3,46,1,6,3,6,1,0,0,2,1,0,4,1,53,187,26,1,1,8,6,11,3
1,2018,Few-shot Autoregressive Density Estimation: Towards Learning to Learn Distributions,29,19,5,1,3,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2018_180_paper.json,2,0,2,2,2,0,1,4,1,0,0,2,1,0,1,0,1,0,0,19,0,0,18,9,1,26,0,6,5,10,1,0,0,1,1,0,2,1,52,133,82,11,21,20,19,13,3
1,2018,Multi-level Residual Networks from Dynamical Systems View,29,23,8,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_151_paper.json,5,0,4,1,2,0,0,4,0,0,0,6,0,0,1,0,0,0,3,26,1,0,8,3,1,25,5,10,1,4,1,2,2,0,2,0,2,0,59,126,129,25,27,33,29,13,9
0,2019,Deep Convolutional Networks as shallow Gaussian Processes,34,14,12,1,7,3,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,Accept (Poster),Accepted,5,8,5,6,good,ICLR_2019_100_paper.json,1,0,8,1,2,7,4,3,1,2,0,4,0,0,2,0,1,3,8,47,1,0,15,5,0,37,2,6,4,4,0,1,0,0,2,0,2,2,75,156,193,10,42,48,52,43,21
1,2019,Learning Localized Generative Models for 3D Point Clouds via Graph Convolution,28,14,8,0,6,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,6,9,7,7.33,good,ICLR_2019_315_paper.json,2,0,1,1,2,0,0,4,0,0,0,6,0,1,1,0,2,1,4,25,1,0,23,7,1,27,0,8,0,2,0,0,1,4,4,0,1,2,42,123,111,0,18,24,43,29,13
1,2019,Overcoming the Disentanglement vs Reconstruction Trade-off via Jacobian Supervision,33,12,10,1,11,0,0,3,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,5,7,7,6.33,good,ICLR_2019_221_paper.json,1,0,2,4,4,3,1,5,1,0,0,4,0,0,2,0,0,2,3,32,0,2,15,15,0,50,1,22,0,11,0,1,2,0,4,0,2,1,42,168,24,0,0,14,4,6,3
1,2020,Inductive Matrix Completion Based on Graph Neural Networks,46,10,9,1,8,4,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_566_paper.json,2,0,5,0,0,0,0,5,0,0,0,6,3,2,0,0,3,2,3,31,4,1,32,8,0,51,0,14,3,10,4,3,0,7,1,1,1,6,26,172,114,0,2,21,37,60,19
1,2020,Single Episode Policy Transfer in Reinforcement Learning,41,16,3,5,2,8,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,Accept (Poster),Accepted,8,8,3,6.33,good,ICLR_2020_277_paper.json,0,0,13,8,0,8,0,4,0,2,0,5,0,0,2,0,2,6,4,54,7,0,25,8,0,43,2,12,2,10,0,0,2,2,1,4,1,2,33,154,25,0,1,11,10,3,2
1,2017,The Neural Noisy Channel,36,18,1,2,2,1,0,0,0,5,10,5,0,0,1,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2017_141_paper.json,2,1,1,3,0,1,1,9,0,0,0,6,1,0,0,0,3,1,5,34,3,0,27,9,3,24,2,8,0,3,0,1,1,3,4,2,1,1,52,144,62,12,15,6,13,6,2
1,2020,Simple and Effective Regularization Methods for Training on Noisily Labeled Data with Generalization Guarantee,38,20,16,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_324_paper.json,0,0,3,1,2,2,0,0,0,1,0,2,1,0,1,0,0,0,2,15,2,0,16,5,1,55,4,9,1,13,1,0,1,0,1,1,1,4,79,194,72,0,3,27,24,19,8
1,2020,Keep Doing What Worked: Behavior Modelling Priors for Offline Reinforcement Learning,30,9,4,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_449_paper.json,1,4,6,1,1,3,2,5,0,0,0,1,0,0,2,0,2,1,4,33,1,4,18,10,0,68,4,25,3,13,0,1,0,0,0,1,6,4,48,206,176,0,2,26,69,81,21
0,2019,Poincare Glove: Hyperbolic Word Embeddings,42,17,9,1,3,3,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_342_paper.json,4,1,1,3,1,5,1,8,0,0,0,7,1,1,0,0,0,0,3,36,4,0,23,10,1,46,1,12,2,10,0,1,0,0,1,2,1,0,60,174,173,5,33,46,53,41,21
1,2020,Learning to Move with Affordance Maps,43,13,8,2,0,0,0,0,5,0,0,0,1,7,0,0,0,0,0,3,0,1,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_503_paper.json,0,0,1,3,2,0,0,6,0,1,1,4,0,1,0,0,1,0,6,26,0,0,33,13,2,38,2,15,5,15,2,1,1,2,1,1,3,4,32,170,19,0,0,6,9,6,0
0,2020,SVQN: Sequential Variational Soft Q-Learning Networks,33,9,13,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,Accept (Poster),Accepted,8,3,,5.5,good,ICLR_2020_37_paper.json,3,1,3,3,3,2,0,2,0,0,0,10,0,0,0,0,0,0,4,31,5,1,8,12,0,31,1,20,4,7,2,0,0,2,4,0,3,3,55,158,8,0,0,2,4,3,1
1,2018,Learning to Represent Programs with Graphs,29,15,6,1,3,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Accept (Oral),Accepted,8,8,8,8,good,ICLR_2018_13_paper.json,0,0,0,0,3,0,2,0,1,0,0,4,0,0,0,0,2,0,2,14,3,1,22,4,0,58,3,13,3,6,1,0,0,1,1,0,2,1,42,161,526,44,90,135,138,140,68
0,2019,DyRep: Learning Representations over Dynamic Graphs,60,32,0,4,6,4,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,7,8,7,good,ICLR_2019_251_paper.json,5,0,5,3,6,4,2,3,0,0,1,17,0,0,1,0,2,0,6,55,7,1,33,14,3,76,2,19,3,16,3,3,1,6,2,0,3,7,75,274,212,1,17,44,78,93,49
1,2018,Polar Transformer Networks,41,12,4,0,4,1,0,0,8,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,Accept (Poster),Accepted,7,7,8,7.33,good,ICLR_2018_45_paper.json,1,0,4,7,2,0,0,5,3,1,0,11,2,0,3,1,1,0,3,44,2,0,13,9,2,27,1,5,3,11,0,0,0,0,1,1,3,2,58,138,120,16,29,32,30,17,12
1,2019,Visual Reasoning by Progressive Module Networks,36,20,6,3,3,1,0,1,4,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2019_34_paper.json,3,1,5,7,1,0,1,5,0,1,0,4,1,0,0,0,1,0,9,39,6,4,31,55,1,58,2,18,1,8,5,1,0,2,0,0,2,5,127,326,9,1,0,4,3,1,1
1,2019,Time-Agnostic Prediction: Predicting Predictable Video Frames,41,7,9,0,7,2,0,1,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,7,7,7.33,good,ICLR_2019_388_paper.json,0,0,1,2,0,0,0,4,0,0,0,5,0,0,0,0,1,1,4,18,1,0,21,13,0,53,0,18,6,11,4,1,2,0,5,0,7,3,68,213,77,6,24,18,15,15,5
0,2020,Measuring the Reliability of Reinforcement Learning Algorithms,33,9,8,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Accept (Spotlight),Accepted,8,8,6,7.33,good,ICLR_2020_600_paper.json,1,0,1,3,1,1,0,8,0,0,0,0,0,0,2,0,0,2,3,22,3,4,24,6,0,57,5,16,2,1,1,0,0,0,2,1,1,0,40,163,45,0,2,9,16,22,6
1,2020,Adversarial Example Detection and Classification with Asymmetrical Adversarial Training,47,15,16,3,6,1,2,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_104_paper.json,0,0,3,0,4,1,1,6,0,0,0,6,2,2,1,0,1,1,2,30,3,4,31,14,0,46,3,22,0,16,2,0,3,1,1,0,3,0,29,178,23,0,2,4,14,3,0
0,2020,LEARNED STEP SIZE QUANTIZATION,33,9,18,0,2,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2020_173_paper.json,0,0,3,5,2,0,0,3,0,2,0,2,1,0,0,0,1,0,1,20,0,0,18,4,3,32,2,5,1,7,0,0,2,0,1,1,0,0,24,100,282,1,14,59,88,130,64
1,2020,CM3: Cooperative Multi-goal Multi-stage Multi-agent Reinforcement Learning,55,23,3,6,7,9,4,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,3,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_214_paper.json,0,1,9,4,2,3,4,5,1,1,0,3,1,1,2,0,4,3,7,51,3,0,24,30,0,36,0,7,2,4,1,2,2,0,2,0,0,0,111,224,188,2,7,7,14,15,6
0,2019,signSGD with Majority Vote is Communication Efficient and Fault Tolerant,23,13,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2019_74_paper.json,1,0,4,1,3,4,0,3,0,1,0,6,0,0,2,0,0,0,7,32,3,0,29,8,0,58,0,9,3,7,3,0,0,1,1,2,2,0,62,188,139,1,17,47,41,39,12
1,2020,Disentangling neural mechanisms for perceptual grouping,74,14,1,3,6,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Spotlight),Accepted,8,6,8,7.33,good,ICLR_2020_576_paper.json,1,1,2,2,6,5,1,5,1,2,0,1,0,0,0,0,2,1,4,34,4,2,38,26,1,58,0,17,5,13,0,2,3,3,3,2,2,3,82,264,32,0,4,13,4,12,3
0,2019,Capsule Graph Neural Network,28,14,4,3,5,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2019_125_paper.json,0,0,1,2,1,1,2,3,0,0,0,7,0,1,1,0,0,2,2,23,6,3,24,23,1,34,4,18,2,3,4,2,9,0,1,1,1,2,73,211,152,0,31,53,37,38,11
1,2018,Learning Latent Permutations with Gumbel-Sinkhorn Networks,55,21,21,1,7,1,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,Accept (Poster),Accepted,8,7,6,7,good,ICLR_2018_30_paper.json,3,1,3,2,3,3,1,2,5,1,3,7,0,0,2,0,6,2,9,53,4,2,21,6,1,76,6,14,4,13,0,0,1,1,1,2,3,2,76,233,167,16,37,29,45,44,20
0,2020,U-GAT-IT: Unsupervised Generative Attentional Networks with Adaptive Layer-Instance Normalization for Image-to-Image Translation,48,16,2,7,7,2,0,4,11,0,0,0,4,0,0,0,0,0,0,1,2,0,0,0,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2020_403_paper.json,0,0,3,3,3,1,2,3,1,1,0,5,2,2,0,0,0,0,8,34,2,1,11,8,0,26,0,14,2,8,0,0,1,3,2,0,2,3,38,121,277,0,10,62,102,125,37
1,2019,Learning-Based Frequency Estimation Algorithms,46,12,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_406_paper.json,1,1,1,0,2,0,0,3,0,0,0,4,0,0,1,0,2,1,4,20,2,1,26,5,3,92,1,21,1,13,0,0,2,1,2,0,4,5,89,268,101,1,14,27,27,33,11
1,2018,Decision-Based Adversarial Attacks: Reliable Attacks Against Black-Box Machine Learning Models,29,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,8,7.33,good,ICLR_2018_117_paper.json,0,1,8,3,0,1,0,5,0,0,0,2,0,0,0,0,0,0,2,22,3,2,39,3,1,37,0,9,0,3,1,1,0,0,2,0,0,2,35,138,804,65,133,230,215,187,76
1,2019,FFJORD: Free-Form Continuous Dynamics for Scalable Reversible Generative Models,26,11,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Oral),Accepted,7,7,7,7,good,ICLR_2019_23_paper.json,2,0,5,1,0,1,0,5,0,1,0,6,0,0,0,1,1,1,7,31,1,0,11,5,1,23,0,25,1,8,1,0,1,2,1,2,0,3,27,112,531,14,110,147,138,133,54
0,2020,Dynamics-Aware Embeddings,48,18,26,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2020_459_paper.json,2,1,5,1,1,0,1,8,2,0,0,5,0,0,0,1,1,2,7,37,3,3,13,10,1,50,2,21,3,7,2,0,2,1,2,0,0,1,20,141,729,0,0,7,13,6,6
1,2017,Learning End-to-End Goal-Oriented Dialog,34,19,11,2,1,0,2,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Oral),Accepted,7,8,8,7.67,good,ICLR_2017_4_paper.json,1,0,8,2,2,1,1,3,0,1,1,0,1,2,0,0,2,1,2,28,0,3,27,7,0,33,1,14,4,8,2,0,3,0,6,0,1,1,75,185,1,162,162,140,84,71,17
1,2020,Geometric Insights into the Convergence of Nonlinear TD Learning,30,13,4,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,6,3,5.67,good,ICLR_2020_87_paper.json,1,2,5,0,1,0,0,0,0,0,0,4,0,0,3,0,3,0,4,23,2,2,18,0,1,71,3,5,7,4,6,1,1,0,1,0,2,2,94,220,10,0,3,3,4,0,3
1,2019,MAE: Mutual Posterior-Divergence Regularization for Variational AutoEncoders,47,13,12,4,9,5,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2019_214_paper.json,0,0,4,2,0,0,2,6,0,1,0,5,2,1,2,0,1,1,9,36,3,2,23,5,2,21,0,12,0,7,2,3,2,2,2,1,2,4,31,124,29,0,6,4,14,4,2
0,2020,ALBERT: A Lite BERT for Self-supervised Learning of Language Representations,57,23,10,0,8,3,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Spotlight),Accepted,6,8,8,7.33,good,ICLR_2020_575_paper.json,0,0,6,3,3,3,5,4,3,2,0,10,2,0,2,0,4,0,3,50,6,0,25,2,3,28,3,8,2,12,1,1,1,3,1,1,3,2,20,122,3501,0,0,0,0,594,406
1,2019,Approximating CNNs with Bag-of-local-Features models works surprisingly well on ImageNet,33,11,2,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2019_348_paper.json,2,0,0,1,0,2,0,1,0,0,0,6,0,0,0,0,1,0,3,16,2,1,37,2,1,23,2,5,0,4,1,1,0,0,0,0,4,1,31,115,405,1,90,117,119,90,32
1,2019,Training for Faster Adversarial Robustness Verification via Inducing ReLU Stability,36,25,3,6,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,5,8,7,6.67,good,ICLR_2019_55_paper.json,0,0,5,1,5,0,1,10,1,3,0,2,2,0,4,0,3,0,2,39,2,3,47,9,1,56,2,21,4,14,2,1,0,2,1,0,2,1,38,206,160,8,39,47,41,33,9
1,2020,Image-guided Neural Object Rendering,58,11,2,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,1,13,0,0,0,Accept (Poster),Accepted,6,8,3,5.67,good,ICLR_2020_45_paper.json,0,1,1,6,0,0,2,7,0,0,0,9,1,0,0,0,2,0,6,35,2,3,8,6,3,32,6,26,2,15,1,0,1,2,0,0,2,2,42,153,29,0,0,10,13,6,1
1,2019,BA-Net: Dense Bundle Adjustment Networks,52,18,0,1,2,1,0,4,18,0,0,0,5,0,0,0,1,0,0,5,1,0,0,0,Accept (Oral),Accepted,8,7,9,8,good,ICLR_2019_1_paper.json,2,1,4,6,2,2,2,12,1,2,0,14,0,0,2,0,0,1,2,53,1,3,22,6,1,40,4,20,1,12,0,0,0,3,2,0,1,4,44,164,51,0,7,9,20,15,10
1,2020,Discriminative Particle Filter Reinforcement Learning for Complex Partial observations,46,15,12,0,10,2,1,1,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,Accept (Poster),Accepted,8,6,8,7.33,good,ICLR_2020_496_paper.json,3,0,6,1,3,1,4,12,1,1,1,5,0,0,1,0,3,2,4,48,5,3,27,26,2,38,1,19,0,10,5,2,0,1,3,0,6,8,66,222,22,0,0,6,10,6,3
0,2019,Relational Forward Models for Multi-Agent Learning,37,28,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_434_paper.json,0,0,1,0,4,0,2,2,0,4,0,1,2,0,0,0,0,0,2,18,2,0,29,13,2,43,1,10,3,15,1,0,0,1,1,2,6,3,56,188,54,2,12,20,14,4,4
1,2020,Optimal Strategies Against Generative Attacks,57,19,5,5,6,6,0,2,5,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,Accept (Talk),Accepted,8,8,8,8,good,ICLR_2020_656_paper.json,2,0,6,5,0,0,2,8,0,1,1,3,0,0,0,0,3,0,2,33,6,1,27,29,2,82,7,22,0,4,0,3,1,1,2,0,4,5,128,324,2,0,0,0,2,0,0
0,2020,The Logical Expressiveness of Graph Neural Networks,29,15,1,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Spotlight),Accepted,8,8,8,8,good,ICLR_2020_573_paper.json,3,1,1,0,3,4,0,5,1,0,0,4,0,0,1,0,2,1,9,35,4,1,34,23,1,93,5,16,6,13,1,0,1,5,1,1,3,4,136,348,105,1,2,34,28,44,25
1,2020,Span Recovery for Deep Neural Networks with Applications to Input Obfuscation,29,6,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,3,6,8,5.67,good,ICLR_2020_242_paper.json,1,0,3,1,0,5,0,1,0,0,1,4,0,1,3,0,0,0,3,23,5,1,16,5,2,99,5,10,0,10,0,0,0,3,2,0,1,1,159,319,4,0,0,0,2,2,0
1,2020,Locality and Compositionality in Zero-Shot Learning,60,21,16,2,5,2,1,1,13,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2020_225_paper.json,1,0,10,2,6,4,4,2,0,0,0,3,1,0,0,0,3,1,3,40,2,5,33,7,0,57,4,13,0,6,2,0,0,1,2,0,1,3,43,179,43,0,1,12,14,18,0
1,2020,Inductive representation learning on temporal graphs,35,14,14,1,6,0,0,0,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2020_305_paper.json,0,0,2,4,1,1,2,6,1,1,1,3,3,0,1,0,3,0,4,33,2,0,24,13,1,66,5,31,8,16,7,2,3,4,4,3,12,8,74,283,187,0,0,19,75,112,56
1,2020,Learning to Move with Affordance Maps,43,13,8,2,0,0,0,0,5,0,0,0,1,7,0,0,0,0,0,3,0,1,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_503_paper.json,0,0,1,3,2,0,0,6,0,1,1,4,0,1,0,0,1,0,6,26,0,0,33,13,2,38,2,15,5,15,2,1,1,2,1,1,3,4,32,170,19,0,0,6,9,6,0
0,2019,Music Transformer: Generating Music with Long-Term Structure,25,12,2,2,3,4,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,Accept (Poster),Accepted,7,6,4,5.67,good,ICLR_2019_419_paper.json,2,0,4,2,0,3,0,7,0,0,0,6,1,0,0,0,0,0,7,32,4,0,16,6,1,22,1,8,5,14,1,1,0,1,2,2,1,1,64,150,255,1,41,119,128,112,42
