meaningful_comparison,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
0,2019,Sample Efficient Imitation Learning for Continuous Control,33,6,9,0,3,9,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,Accept (Poster),Accepted,7,5,5,5.67,good,ICLR_2019_81_paper.json,0,1,3,0,6,2,0,5,1,0,0,2,0,1,1,0,1,1,2,26,6,0,17,5,2,27,0,12,2,16,0,0,0,2,1,0,1,4,42,137,50,0,12,17,13,8,1
0,2017,Mollifying Networks,42,17,13,0,4,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2017_122_paper.json,1,0,3,2,2,1,3,7,1,0,0,0,3,0,2,0,3,1,3,32,6,1,10,7,1,39,4,31,2,6,0,1,0,1,0,1,0,2,35,147,35,5,11,5,1,3,1
0,2017,Learning to Repeat: Fine Grained Action Repetition for Deep Reinforcement Learning,26,17,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,7,8,7.67,good,ICLR_2017_149_paper.json,0,0,4,1,0,0,0,2,1,0,0,6,1,1,2,0,2,2,10,32,7,1,24,28,0,37,1,11,1,8,3,2,2,0,2,4,0,2,99,232,75,8,10,14,16,17,2
1,2018,Wasserstein Auto-Encoders,30,15,3,4,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Accept (Oral),Accepted,8,8,8,8,good,ICLR_2018_11_paper.json,2,0,9,4,0,2,2,5,0,0,0,5,1,0,1,0,2,0,3,36,5,2,18,14,2,34,3,12,0,5,1,5,0,2,1,1,2,2,44,153,53,78,174,159,156,89,30
1,2020,Neural Tangents: Fast and Easy Infinite Neural Networks in Python,40,25,7,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Spotlight),Accepted,8,3,6,5.67,good,ICLR_2020_602_paper.json,0,1,6,0,2,2,6,0,0,0,0,0,0,1,5,0,3,1,8,35,7,6,66,25,2,34,3,16,5,3,7,2,2,0,1,0,1,0,128,308,156,1,6,42,56,55,12
0,2020,Incorporating BERT into Neural Machine Translation,42,20,9,2,6,3,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_439_paper.json,0,0,3,5,2,2,10,12,1,4,0,9,0,0,0,0,1,0,10,59,4,3,14,10,3,35,1,44,2,14,3,1,4,5,5,2,3,5,55,213,226,1,8,50,98,77,23
0,2020,Higher-Order Function Networks for Learning Composable 3D Object Representations,41,22,0,0,4,3,1,3,10,0,0,0,3,1,0,0,1,0,1,0,1,0,0,0,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_247_paper.json,1,0,10,5,1,3,4,13,0,2,0,5,2,0,5,0,1,2,3,57,4,2,24,7,1,48,0,21,4,18,5,0,1,0,1,2,1,3,29,171,18,0,2,6,6,3,3
0,2020,Generalization bounds for deep convolutional neural networks,51,26,13,1,7,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,Accept (Poster),Accepted,6,3,3,4,poor,ICLR_2020_146_paper.json,0,1,5,1,1,1,1,3,1,0,0,1,1,1,3,0,0,0,9,29,2,0,11,0,0,25,0,5,0,3,0,0,0,0,0,0,1,3,90,140,53,0,5,10,22,19,9
0,2020,vq-wav2vec: Self-Supervised Learning of Discrete Speech Representations,38,17,10,0,3,0,0,1,0,0,3,1,0,0,2,0,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2020_442_paper.json,1,0,1,3,2,1,4,10,1,1,0,1,0,0,0,0,1,0,3,29,1,0,7,6,0,19,3,22,1,3,4,0,2,0,0,1,4,0,15,88,361,0,0,10,13,31,54
0,2017,Learning to Play in a Day: Faster Deep Reinforcement Learning by Optimality Tightening,27,10,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,9,4,9,7.33,good,ICLR_2017_151_paper.json,1,0,3,4,3,1,5,3,1,3,0,1,0,1,1,0,0,0,3,30,2,1,15,4,1,42,0,9,1,11,5,0,0,1,1,1,2,1,42,139,74,16,14,13,13,6,0
0,2020,Learning to Represent Programs with Property Signatures,43,15,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Accept (Poster),Accepted,6,6,1,4.33,good,ICLR_2020_160_paper.json,2,2,5,0,1,0,3,4,0,0,0,3,0,0,1,0,1,0,4,26,1,0,10,9,2,69,3,13,2,7,2,1,0,0,2,0,1,2,43,167,24,0,1,10,6,6,3
0,2019,Learning a Meta-Solver for Syntax-Guided Program Synthesis,40,23,2,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_373_paper.json,0,0,1,4,2,0,0,3,1,0,0,4,1,0,0,1,1,0,5,23,3,0,16,10,2,39,2,17,2,7,0,0,2,2,0,0,0,3,49,154,29,1,10,8,8,2,1
0,2018,A Simple Neural Attentive Meta-Learner,32,18,7,4,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2018_282_paper.json,0,0,3,1,1,3,7,9,1,0,0,13,0,0,1,1,2,1,1,44,2,1,36,12,1,34,2,19,3,11,2,4,3,1,1,0,1,2,27,162,947,71,171,267,251,176,62
0,2019,Random mesh projectors for inverse problems,56,22,15,1,4,1,0,1,2,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,Accept (Poster),Accepted,6,7,4,5.67,good,ICLR_2019_243_paper.json,1,1,5,1,1,0,2,2,0,1,0,1,1,0,1,0,2,0,7,26,4,2,26,3,1,45,3,10,2,11,0,1,0,1,0,1,0,2,47,159,13,0,7,3,1,2,1
0,2018,QANet: Combining Local Convolution with Global Self-Attention for Reading Comprehension,48,38,2,1,3,1,0,0,0,3,6,0,1,0,0,0,0,1,1,0,0,0,0,0,Accept (Poster),Accepted,8,5,6,6.33,good,ICLR_2018_109_paper.json,1,0,3,2,2,1,2,15,1,8,0,7,2,1,1,0,0,1,7,54,2,0,17,7,3,47,3,15,7,23,2,0,1,1,6,3,1,1,60,199,888,82,246,198,192,187,31
1,2018,Hierarchical Representations for Efficient Architecture Search,33,19,16,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2018_253_paper.json,0,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,2,2,6,17,0,0,7,16,1,21,2,13,0,10,0,0,0,0,2,0,2,1,40,115,761,87,185,205,180,117,32
1,2017,Words or Characters? Fine-grained Gating for Reading Comprehension,27,23,9,2,4,0,1,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,1,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2017_73_paper.json,1,0,1,1,3,0,2,5,0,2,0,10,3,0,0,0,3,1,1,33,0,0,14,3,1,32,0,15,3,7,2,3,1,1,1,0,1,2,34,120,99,37,13,10,6,4,0
0,2019,Learning to Infer and Execute 3D Shape Programs,44,22,1,6,6,4,0,1,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2019_494_paper.json,1,0,2,2,3,0,0,3,0,1,0,6,0,0,0,1,0,0,2,21,1,1,15,4,1,36,3,10,8,11,2,1,1,0,0,0,0,5,27,126,103,0,17,35,28,23,10
0,2020,Double Neural Counterfactual Regret Minimization,41,8,15,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,6,8,,7,good,ICLR_2020_335_paper.json,7,0,9,2,3,3,4,8,3,2,0,5,2,1,1,0,0,0,10,60,19,1,41,31,0,78,2,34,1,10,4,3,5,3,4,1,5,3,141,386,38,1,5,11,10,14,2
0,2020,Option Discovery using Deep Skill Chaining,60,19,3,4,11,12,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,2,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_162_paper.json,1,0,8,4,0,1,5,6,3,2,2,5,1,0,2,1,0,2,7,50,4,4,25,22,0,43,2,13,1,7,1,0,0,2,2,1,0,4,31,162,52,0,0,4,22,30,6
0,2019,Efficient Augmentation via Data Subsampling,39,8,4,0,8,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_142_paper.json,0,0,4,0,3,6,1,8,0,0,0,2,2,0,0,0,1,0,4,31,5,3,41,8,3,69,4,15,3,8,3,1,0,1,1,3,7,5,36,216,17,1,2,4,6,4,1
0,2020,Reanalysis of Variance Reduced Temporal Difference Learning,38,14,6,0,7,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,3,8,8,6.33,good,ICLR_2020_180_paper.json,2,0,2,3,2,8,0,5,0,1,0,8,1,4,7,1,2,1,13,60,4,1,21,5,1,47,3,7,1,5,1,0,0,2,5,1,1,1,85,191,30,0,2,13,10,5,2
0,2020,SPACE: Unsupervised Object-Oriented Scene Representation via Spatial Attention and Decomposition,28,6,5,2,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_422_paper.json,0,0,0,3,0,1,4,6,0,0,0,4,0,0,0,0,1,1,9,29,0,1,14,8,1,38,1,17,2,6,0,1,1,3,0,0,3,1,66,163,126,0,2,35,50,49,25
0,2019,Wizard of Wikipedia: Knowledge-Powered Conversational Agents,28,15,8,2,3,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,8,7,good,ICLR_2019_403_paper.json,0,0,1,1,2,1,0,5,2,2,0,6,0,0,0,0,3,0,4,27,0,4,21,8,1,22,5,20,1,10,4,0,0,0,1,0,3,0,36,136,525,3,51,121,160,202,81
0,2018,SpectralNet: Spectral Clustering using Deep Neural Networks,26,10,6,0,2,4,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,Accept (Poster),Accepted,6,4,7,5.67,good,ICLR_2018_260_paper.json,2,1,2,2,1,1,1,3,0,1,0,5,1,0,1,0,0,0,1,22,2,1,17,16,3,71,4,17,0,11,1,0,1,2,3,0,4,5,72,230,185,13,49,42,53,34,17
1,2018,Consequentialist conditional cooperation in social dilemmas with imperfect information,57,26,15,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,Accept (Poster),Accepted,7,5,6,6,good,ICLR_2018_231_paper.json,0,1,9,1,4,2,4,5,0,0,0,0,0,0,0,0,1,1,6,34,6,1,30,15,2,43,5,12,3,5,4,0,0,3,1,0,3,1,32,166,53,12,7,13,11,9,4
0,2020,Variational Hetero-Encoder Randomized GANs for Joint Image-Text Modeling,68,15,1,8,9,5,2,2,12,0,3,0,1,0,0,0,2,0,1,3,0,0,0,5,Accept (Poster),Accepted,6,3,8,5.67,good,ICLR_2020_248_paper.json,1,2,4,9,3,7,4,10,0,0,0,12,1,0,5,0,4,1,8,71,5,7,27,12,0,44,2,9,2,6,0,0,5,1,3,1,2,1,58,185,4,0,1,1,2,1,0
0,2018,Diffusion Convolutional Recurrent Neural Network: Data-Driven Traffic Forecasting,40,22,7,2,6,1,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,Accept (Poster),Accepted,5,4,9,6,good,ICLR_2018_176_paper.json,2,1,1,3,0,7,0,1,1,0,0,8,0,1,2,0,0,1,2,30,6,3,18,12,1,27,0,11,2,3,1,0,1,2,2,1,1,3,73,167,1330,2,6,23,264,497,208
0,2020,Mathematical Reasoning in Latent Space,21,8,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Talk),Accepted,8,8,8,8,good,ICLR_2020_661_paper.json,2,0,1,0,1,1,1,3,0,0,1,1,2,0,0,0,1,0,6,20,3,2,25,8,2,48,0,8,2,12,4,0,1,1,1,2,1,1,36,157,24,0,1,5,7,9,6
0,2019,On Random Deep Weight-Tied Autoencoders: Exact Asymptotic Analysis Phase Transitions and Implications to Training,57,27,20,0,4,2,0,1,0,0,0,0,0,0,0,0,1,0,3,3,0,0,1,3,Accept (Oral),Accepted,8,9,8,8.33,good,ICLR_2019_10_paper.json,1,1,3,0,4,4,0,2,0,0,1,1,1,0,6,1,0,2,9,36,2,4,38,3,2,88,5,6,0,7,2,0,2,2,1,0,5,4,223,394,24,1,9,11,4,1,1
0,2019,Learning Particle Dynamics for Manipulating Rigid Bodies Deformable Objects and Fluids,36,24,1,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,7,7,good,ICLR_2019_431_paper.json,1,0,2,1,4,1,1,3,2,0,0,9,0,0,0,0,1,0,1,26,3,1,17,5,0,45,2,19,3,9,0,0,2,4,0,2,3,3,63,181,188,3,20,58,55,60,29
0,2020,Transferring Optimality Across Data Distributions via Homotopy Methods,38,11,2,3,9,7,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,3,6,8,5.67,good,ICLR_2020_483_paper.json,0,2,2,2,1,2,0,2,0,0,0,3,0,0,0,0,0,1,4,19,3,5,12,7,3,57,2,8,1,8,0,1,0,0,0,0,1,1,55,164,2,0,0,2,0,0,0
0,2017,Reinforcement Learning through Asynchronous Advantage Actor-Critic on a GPU,14,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,5,7,8,6.67,good,ICLR_2017_135_paper.json,0,0,7,1,1,0,0,1,0,0,0,5,2,0,1,1,0,0,3,22,5,0,38,17,1,27,0,1,1,7,3,0,0,0,3,1,1,2,56,163,181,28,32,40,43,31,6
0,2018,On the Information Bottleneck Theory of Deep Learning,33,15,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2018_336_paper.json,0,0,13,0,1,5,3,5,2,0,0,4,0,0,4,0,1,0,4,42,8,2,45,7,0,57,5,9,1,3,0,1,0,2,8,0,2,0,104,254,381,47,75,95,79,89,38
1,2018,Parameter Space Noise for Exploration,39,10,9,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2018_289_paper.json,0,0,3,6,3,2,4,6,2,0,0,3,1,1,0,0,4,1,8,44,1,3,25,15,0,43,4,15,4,7,2,2,1,0,2,1,4,3,56,188,456,100,111,98,72,68,26
0,2018,Loss-aware Weight Quantization of Deep Networks,37,22,9,9,5,1,0,2,2,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2018_258_paper.json,1,0,3,3,0,0,7,7,0,0,0,13,0,0,0,0,1,1,11,47,1,0,11,7,1,14,1,5,2,4,0,1,1,2,1,2,2,1,91,147,102,13,30,27,18,19,4
0,2020,Dynamics-Aware Embeddings,48,18,26,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2020_459_paper.json,2,1,5,1,1,0,1,8,2,0,0,5,0,0,0,1,1,2,7,37,3,3,13,10,1,50,2,21,3,7,2,0,2,1,2,0,0,1,20,141,729,0,0,7,13,6,6
0,2019,A rotation-equivariant convolutional neural network model of primary visual cortex,34,10,0,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Accept (Poster),Accepted,5,7,8,6.67,good,ICLR_2019_153_paper.json,1,0,2,0,3,2,2,4,1,0,1,5,0,0,1,0,1,0,4,27,0,3,12,5,0,52,0,14,1,5,0,0,0,0,0,1,2,1,19,115,28,1,8,5,4,9,6
0,2017,Adversarially Learned Inference,36,23,25,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,7,7,8,7.33,good,ICLR_2017_144_paper.json,0,0,4,1,1,0,2,1,2,2,0,5,0,0,3,0,0,0,6,27,2,0,30,10,0,19,1,6,1,7,0,3,0,0,0,0,1,4,44,128,1131,201,240,260,138,91,25
0,2019,Training for Faster Adversarial Robustness Verification via Inducing ReLU Stability,36,25,3,6,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,5,8,7,6.67,good,ICLR_2019_55_paper.json,0,0,5,1,5,0,1,10,1,3,0,2,2,0,4,0,3,0,2,39,2,3,47,9,1,56,2,21,4,14,2,1,0,2,1,0,2,1,38,206,160,8,39,47,41,33,9
0,2020,RNA Secondary Structure Prediction By Learning Unrolled Algorithms,36,7,3,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Talk),Accepted,8,6,8,7.33,good,ICLR_2020_670_paper.json,2,0,7,1,1,1,0,1,1,0,0,4,0,0,0,0,1,1,3,23,6,0,27,7,3,55,2,21,0,7,1,0,2,1,3,3,3,2,55,198,54,0,0,13,20,25,10
0,2017,Support Regularized Sparse Coding and Its Fast Encoder,30,5,0,0,3,4,1,1,2,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2017_169_paper.json,0,0,6,3,3,3,2,4,0,0,0,1,0,0,1,0,1,0,6,30,4,2,20,35,3,42,2,8,0,13,0,0,6,1,8,0,0,0,105,249,1,1,0,0,0,0,0
0,2017,PixelVAE: A Latent Variable Model for Natural Images,22,17,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2017_52_paper.json,1,0,2,0,2,2,1,3,0,1,0,2,0,0,1,0,2,0,0,17,1,0,7,5,0,16,2,5,1,10,1,0,0,0,0,1,2,5,10,66,281,63,73,61,27,22,13
0,2019,Learning Neural PDE Solvers with Convergence Guarantees,25,15,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Accept (Poster),Accepted,7,8,6,7,good,ICLR_2019_458_paper.json,2,1,2,0,1,0,0,1,0,1,0,4,1,0,0,0,2,0,4,19,4,0,12,6,3,59,0,8,3,22,1,1,0,1,0,0,3,2,70,195,82,0,12,23,27,22,10
0,2020,Sparse Coding with Gated Learned ISTA,23,5,1,2,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Accept (Spotlight),Accepted,8,8,8,8,good,ICLR_2020_534_paper.json,0,0,2,2,0,0,1,2,1,1,0,2,0,0,1,0,2,0,5,19,4,2,18,5,2,84,2,15,2,19,3,1,0,1,1,0,3,5,110,277,29,0,0,9,14,8,1
0,2020,Self-Adversarial Learning with Comparative Discrimination for Text Generation,28,8,9,0,7,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,3,8,6.33,good,ICLR_2020_121_paper.json,1,0,3,1,2,2,7,5,0,1,0,1,0,0,0,0,6,1,3,33,1,2,25,9,0,31,2,10,1,18,1,2,3,3,3,0,1,1,20,133,12,0,1,4,5,2,3
0,2018,Imitation Learning from Visual Data with Multiple Intentions,38,13,7,1,5,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,4,6,5.33,good,ICLR_2018_38_paper.json,3,2,3,1,2,3,2,5,0,1,2,6,0,0,3,0,3,0,4,40,5,0,22,3,1,44,6,13,1,15,2,0,4,1,0,0,3,5,81,206,10,0,3,3,2,2,0
0,2017,Visualizing Deep Neural Network Decisions: Prediction Difference Analysis,21,7,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,9,6,7,good,ICLR_2017_125_paper.json,0,0,1,2,2,0,3,2,0,0,0,3,0,0,0,0,2,0,1,16,0,0,26,7,1,22,1,11,4,8,0,2,0,0,2,0,1,2,33,120,566,91,112,147,107,86,30
1,2019,Learning to Schedule Communication in Multi-agent Reinforcement Learning,41,17,10,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,Accept (Poster),Accepted,7,7,8,7.33,good,ICLR_2019_328_paper.json,2,2,1,0,3,2,2,4,1,0,0,4,1,0,1,0,0,0,2,25,7,2,35,23,6,53,3,17,0,6,0,1,4,1,1,3,2,1,78,243,7,1,15,24,38,46,10
0,2020,Mixed-curvature Variational Autoencoders,59,24,11,9,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2020_452_paper.json,0,2,4,3,5,3,2,4,1,3,1,7,1,0,1,0,5,0,14,56,6,2,43,8,3,76,1,15,4,7,2,3,1,1,0,2,4,1,161,340,259,0,1,9,17,12,5
0,2020,Making Sense of Reinforcement Learning and Probabilistic Inference,49,10,9,2,10,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_630_paper.json,2,2,14,4,1,3,0,5,0,0,1,1,1,0,4,1,0,1,5,45,5,4,39,12,3,46,1,6,3,6,1,0,0,2,1,0,4,1,53,187,26,1,1,8,6,11,3
0,2018,Few-shot Autoregressive Density Estimation: Towards Learning to Learn Distributions,29,19,5,1,3,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2018_180_paper.json,2,0,2,2,2,0,1,4,1,0,0,2,1,0,1,0,1,0,0,19,0,0,18,9,1,26,0,6,5,10,1,0,0,1,1,0,2,1,52,133,82,11,21,20,19,13,3
0,2020,The intriguing role of module criticality in the generalization of deep networks,30,14,6,7,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Spotlight),Accepted,8,6,6,6.67,good,ICLR_2020_604_paper.json,0,0,0,1,1,4,2,6,1,0,0,4,0,0,4,0,0,1,4,28,5,1,18,8,0,61,0,15,0,8,3,1,0,3,2,2,3,1,69,200,30,0,1,10,11,9,1
0,2018,Deep Learning as a Mixed Convex-Combinatorial Optimization Problem,37,14,2,3,4,6,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_84_paper.json,5,0,6,2,4,1,2,9,1,1,0,3,0,0,1,0,1,0,3,39,4,2,30,16,1,34,3,11,1,9,3,1,3,1,2,2,3,1,43,170,17,7,5,2,2,1,0
0,2019,DHER: Hindsight Experience Replay for Dynamic Goals,20,5,2,0,1,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2019_117_paper.json,0,0,8,2,1,2,3,2,1,0,0,2,1,0,0,0,0,0,1,23,1,4,28,6,1,32,4,13,5,11,0,1,1,3,2,1,0,3,49,165,45,0,6,10,20,12,5
0,2017,The Neural Noisy Channel,36,18,1,2,2,1,0,0,0,5,10,5,0,0,1,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2017_141_paper.json,2,1,1,3,0,1,1,9,0,0,0,6,1,0,0,0,3,1,5,34,3,0,27,9,3,24,2,8,0,3,0,1,1,3,4,2,1,1,52,144,62,12,15,6,13,6,2
0,2020,A FRAMEWORK  FOR ROBUSTNESS CERTIFICATION  OF SMOOTHED CLASSIFIERS USING  F-DIVERGENCES,33,14,4,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_366_paper.json,0,0,5,1,1,3,1,5,1,3,0,5,3,0,3,1,1,0,4,37,4,5,27,13,2,92,3,7,1,10,0,0,4,0,5,0,2,1,92,268,47,0,0,19,12,17,5
0,2020,A Learning-based Iterative Method for Solving Vehicle Routing Problems,30,10,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_33_paper.json,1,0,1,1,3,3,2,5,0,0,0,5,0,0,1,1,0,1,3,27,8,1,17,8,0,38,1,12,7,17,1,4,1,0,0,0,0,0,28,143,85,0,0,14,35,48,11
1,2020,SVQN: Sequential Variational Soft Q-Learning Networks,33,9,13,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,Accept (Poster),Accepted,8,3,,5.5,good,ICLR_2020_37_paper.json,3,1,3,3,3,2,0,2,0,0,0,10,0,0,0,0,0,0,4,31,5,1,8,12,0,31,1,20,4,7,2,0,0,2,4,0,3,3,55,158,8,0,0,2,4,3,1
1,2020,Energy-based models for atomic-resolution protein conformations,56,14,4,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,Accept (Spotlight),Accepted,8,8,6,7.33,good,ICLR_2020_633_paper.json,0,0,4,4,5,1,1,8,1,0,2,6,1,0,2,0,0,0,2,37,1,0,11,9,0,24,0,9,1,5,0,0,0,0,0,1,1,1,25,88,32,0,0,13,13,9,7
0,2020,Disentangling neural mechanisms for perceptual grouping,74,14,1,3,6,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Spotlight),Accepted,8,6,8,7.33,good,ICLR_2020_576_paper.json,1,1,2,2,6,5,1,5,1,2,0,1,0,0,0,0,2,1,4,34,4,2,38,26,1,58,0,17,5,13,0,2,3,3,3,2,2,3,82,264,32,0,4,13,4,12,3
0,2019,Capsule Graph Neural Network,28,14,4,3,5,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2019_125_paper.json,0,0,1,2,1,1,2,3,0,0,0,7,0,1,1,0,0,2,2,23,6,3,24,23,1,34,4,18,2,3,4,2,9,0,1,1,1,2,73,211,152,0,31,53,37,38,11
0,2020,U-GAT-IT: Unsupervised Generative Attentional Networks with Adaptive Layer-Instance Normalization for Image-to-Image Translation,48,16,2,7,7,2,0,4,11,0,0,0,4,0,0,0,0,0,0,1,2,0,0,0,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2020_403_paper.json,0,0,3,3,3,1,2,3,1,1,0,5,2,2,0,0,0,0,8,34,2,1,11,8,0,26,0,14,2,8,0,0,1,3,2,0,2,3,38,121,277,0,10,62,102,125,37
0,2019,FFJORD: Free-Form Continuous Dynamics for Scalable Reversible Generative Models,26,11,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Oral),Accepted,7,7,7,7,good,ICLR_2019_23_paper.json,2,0,5,1,0,1,0,5,0,1,0,6,0,0,0,1,1,1,7,31,1,0,11,5,1,23,0,25,1,8,1,0,1,2,1,2,0,3,27,112,531,14,110,147,138,133,54
