motivation,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
1,2018,Do GANs learn the distribution? Some Theory and Empirics,16,9,6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2018_200_paper.json,0,0,7,0,0,1,1,2,0,0,0,2,0,2,4,0,1,0,1,21,2,1,34,7,1,57,1,10,0,3,2,2,0,2,1,0,1,2,63,189,130,24,34,31,26,17,8
1,2019,Learning Self-Imitating Diverse Policies,45,18,18,0,12,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,Accept (Poster),Accepted,6,8,8,7.33,good,ICLR_2019_274_paper.json,1,0,5,4,0,2,0,4,2,0,0,7,1,0,0,1,0,1,4,32,2,2,22,22,1,36,8,17,4,10,2,2,2,4,1,0,1,2,58,196,0,1,14,17,10,8,4
1,2020,Neural Tangents: Fast and Easy Infinite Neural Networks in Python,40,25,7,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Spotlight),Accepted,8,3,6,5.67,good,ICLR_2020_602_paper.json,0,1,6,0,2,2,6,0,0,0,0,0,0,1,5,0,3,1,8,35,7,6,66,25,2,34,3,16,5,3,7,2,2,0,1,0,1,0,128,308,156,1,6,42,56,55,12
1,2018,Interactive Grounded Language Acquisition and Generalization in a 2D World,52,24,4,2,5,4,3,2,1,3,2,0,0,0,0,1,0,0,0,3,0,1,0,2,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2018_135_paper.json,2,0,3,2,0,4,2,2,2,0,1,7,0,1,1,0,3,1,7,38,5,2,20,14,0,56,5,11,3,7,4,1,1,0,0,1,2,7,89,228,67,11,18,18,16,6,4
0,2019,Caveats for information bottleneck in deterministic scenarios,37,15,10,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,Accept (Poster),Accepted,2,8,6,5.33,good,ICLR_2019_444_paper.json,0,1,4,2,1,2,1,5,0,0,0,3,1,0,3,0,1,0,11,35,2,0,40,15,3,70,4,12,0,6,1,2,1,4,5,0,3,6,140,314,49,4,7,17,13,7,1
1,2020,Incorporating BERT into Neural Machine Translation,42,20,9,2,6,3,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_439_paper.json,0,0,3,5,2,2,10,12,1,4,0,9,0,0,0,0,1,0,10,59,4,3,14,10,3,35,1,44,2,14,3,1,4,5,5,2,3,5,55,213,226,1,8,50,98,77,23
0,2020,vq-wav2vec: Self-Supervised Learning of Discrete Speech Representations,38,17,10,0,3,0,0,1,0,0,3,1,0,0,2,0,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2020_442_paper.json,1,0,1,3,2,1,4,10,1,1,0,1,0,0,0,0,1,0,3,29,1,0,7,6,0,19,3,22,1,3,4,0,2,0,0,1,4,0,15,88,361,0,0,10,13,31,54
1,2020,Deep Imitative Models for Flexible Inference Planning and Control,26,10,7,0,4,3,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2020_213_paper.json,0,0,0,0,2,1,0,5,0,0,0,2,0,0,1,0,2,1,1,15,6,2,23,17,0,78,2,28,8,27,4,3,1,2,4,0,4,7,56,272,108,2,24,25,33,27,10
1,2020,Symplectic ODE-Net: Learning Hamiltonian Dynamics with Control,23,5,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,8,6,8,7.33,good,ICLR_2020_326_paper.json,1,0,2,3,2,5,0,2,0,0,0,7,0,0,0,0,1,1,0,24,4,1,18,9,1,62,3,19,3,10,1,2,3,5,2,0,2,5,70,220,159,0,8,47,55,62,19
1,2020,On Robustness of Neural Ordinary Differential Equations,33,13,15,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_538_paper.json,1,0,4,3,3,3,2,2,0,1,0,10,2,0,2,0,0,0,3,36,3,1,15,7,2,33,1,12,4,27,1,2,7,0,3,3,3,0,44,168,72,0,0,25,19,31,12
0,2018,QANet: Combining Local Convolution with Global Self-Attention for Reading Comprehension,48,38,2,1,3,1,0,0,0,3,6,0,1,0,0,0,0,1,1,0,0,0,0,0,Accept (Poster),Accepted,8,5,6,6.33,good,ICLR_2018_109_paper.json,1,0,3,2,2,1,2,15,1,8,0,7,2,1,1,0,0,1,7,54,2,0,17,7,3,47,3,15,7,23,2,0,1,1,6,3,1,1,60,199,888,82,246,198,192,187,31
1,2020,Once for All: Train One Network and Specialize it for Efficient Deployment,40,24,6,7,4,1,3,3,10,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_347_paper.json,0,0,4,1,0,3,1,4,0,1,0,3,1,0,1,0,0,3,8,30,1,0,13,6,0,42,1,9,0,6,0,2,4,1,0,2,0,1,33,121,653,0,18,129,276,256,106
1,2017,Adversarial Feature Learning,32,16,0,4,5,3,0,4,3,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2017_164_paper.json,0,0,4,3,1,1,1,6,0,0,0,2,1,0,2,0,2,0,7,30,4,0,30,12,0,32,0,9,1,2,1,1,1,1,0,0,2,3,61,160,1493,1,247,323,214,168,47
1,2017,Words or Characters? Fine-grained Gating for Reading Comprehension,27,23,9,2,4,0,1,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,1,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2017_73_paper.json,1,0,1,1,3,0,2,5,0,2,0,10,3,0,0,0,3,1,1,33,0,0,14,3,1,32,0,15,3,7,2,3,1,1,1,0,1,2,34,120,99,37,13,10,6,4,0
1,2019,Learning to Infer and Execute 3D Shape Programs,44,22,1,6,6,4,0,1,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2019_494_paper.json,1,0,2,2,3,0,0,3,0,1,0,6,0,0,0,1,0,0,2,21,1,1,15,4,1,36,3,10,8,11,2,1,1,0,0,0,0,5,27,126,103,0,17,35,28,23,10
1,2020,Double Neural Counterfactual Regret Minimization,41,8,15,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,6,8,,7,good,ICLR_2020_335_paper.json,7,0,9,2,3,3,4,8,3,2,0,5,2,1,1,0,0,0,10,60,19,1,41,31,0,78,2,34,1,10,4,3,5,3,4,1,5,3,141,386,38,1,5,11,10,14,2
0,2020,Option Discovery using Deep Skill Chaining,60,19,3,4,11,12,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,2,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_162_paper.json,1,0,8,4,0,1,5,6,3,2,2,5,1,0,2,1,0,2,7,50,4,4,25,22,0,43,2,13,1,7,1,0,0,2,2,1,0,4,31,162,52,0,0,4,22,30,6
1,2019,Efficient Augmentation via Data Subsampling,39,8,4,0,8,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_142_paper.json,0,0,4,0,3,6,1,8,0,0,0,2,2,0,0,0,1,0,4,31,5,3,41,8,3,69,4,15,3,8,3,1,0,1,1,3,7,5,36,216,17,1,2,4,6,4,1
1,2020,Information Geometry of Orthogonal Initializations and Training,33,13,0,5,8,7,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2020_516_paper.json,0,0,5,4,2,1,2,3,0,0,0,9,1,0,6,0,3,2,6,44,2,1,24,5,1,47,0,6,1,3,0,1,0,1,1,0,1,0,77,171,11,1,1,6,3,0,0
0,2020,Variational Hetero-Encoder Randomized GANs for Joint Image-Text Modeling,68,15,1,8,9,5,2,2,12,0,3,0,1,0,0,0,2,0,1,3,0,0,0,5,Accept (Poster),Accepted,6,3,8,5.67,good,ICLR_2020_248_paper.json,1,2,4,9,3,7,4,10,0,0,0,12,1,0,5,0,4,1,8,71,5,7,27,12,0,44,2,9,2,6,0,0,5,1,3,1,2,1,58,185,4,0,1,1,2,1,0
0,2019,Structured Adversarial Attack:  Towards General Implementation and Better Interpretability,45,22,15,3,4,2,1,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2019_95_paper.json,0,0,6,2,0,6,1,14,0,3,0,4,1,0,1,0,2,1,7,48,1,3,22,9,2,46,1,4,2,18,0,0,4,1,3,0,2,2,64,184,124,0,30,31,35,30,13
1,2017,Deep Variational Information Bottleneck,40,29,4,9,4,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2017_140_paper.json,2,0,2,2,1,3,1,5,0,0,0,6,3,1,3,0,8,0,9,46,2,1,28,8,1,38,6,16,1,14,3,0,1,1,0,0,3,7,62,192,981,27,150,248,230,247,93
1,2019,Towards Robust Locally Linear Deep Networks,50,29,8,7,6,9,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,Accept (Poster),Accepted,8,8,7,7.67,good,ICLR_2019_374_paper.json,2,1,7,1,2,10,0,7,0,0,0,3,0,1,1,0,1,0,6,42,5,7,20,8,0,89,1,13,0,6,0,0,0,2,2,1,4,4,108,270,31,1,10,6,10,4,3
1,2018,Divide-and-Conquer Reinforcement Learning,21,9,1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Accept (Poster),Accepted,7,7,4,6,good,ICLR_2018_320_paper.json,0,0,4,0,0,0,2,1,1,3,0,4,0,0,0,0,2,0,3,20,4,1,27,14,0,42,4,9,5,18,1,0,2,5,0,0,1,4,59,196,82,11,24,19,15,13,6
1,2019,Learning Particle Dynamics for Manipulating Rigid Bodies Deformable Objects and Fluids,36,24,1,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,7,7,good,ICLR_2019_431_paper.json,1,0,2,1,4,1,1,3,2,0,0,9,0,0,0,0,1,0,1,26,3,1,17,5,0,45,2,19,3,9,0,0,2,4,0,2,3,3,63,181,188,3,20,58,55,60,29
1,2019,From Hard to Soft: Understanding Deep Network Nonlinearities via Vector Quantization and Statistical Inference,25,7,6,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2019_385_paper.json,1,0,1,4,1,4,0,1,1,1,0,0,1,0,2,0,0,0,1,18,2,3,22,14,1,53,0,5,6,1,1,0,1,1,5,0,1,0,43,159,10,1,2,0,3,4,2
1,2020,Compositional languages emerge in a neural iterated learning model,23,5,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_107_paper.json,0,0,5,1,3,3,2,2,1,3,0,0,0,0,1,0,1,0,8,30,3,1,60,20,0,84,2,11,0,7,1,2,6,1,1,0,0,1,69,269,41,0,0,10,18,15,10
1,2018,On the Information Bottleneck Theory of Deep Learning,33,15,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2018_336_paper.json,0,0,13,0,1,5,3,5,2,0,0,4,0,0,4,0,1,0,4,42,8,2,45,7,0,57,5,9,1,3,0,1,0,2,8,0,2,0,104,254,381,47,75,95,79,89,38
0,2019,Off-Policy Evaluation and Learning from Logged Bandit Feedback: Error Reduction via Surrogate Policy,24,2,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2019_228_paper.json,1,1,1,1,1,3,2,6,0,1,0,2,0,0,0,0,0,0,6,25,0,2,18,9,1,88,2,17,3,10,1,0,0,0,0,2,0,3,95,251,15,0,1,8,4,2,0
1,2018,Parameter Space Noise for Exploration,39,10,9,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2018_289_paper.json,0,0,3,6,3,2,4,6,2,0,0,3,1,1,0,0,4,1,8,44,1,3,25,15,0,43,4,15,4,7,2,2,1,0,2,1,4,3,56,188,456,100,111,98,72,68,26
1,2017,Reinforcement Learning through Asynchronous Advantage Actor-Critic on a GPU,14,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,5,7,8,6.67,good,ICLR_2017_135_paper.json,0,0,7,1,1,0,0,1,0,0,0,5,2,0,1,1,0,0,3,22,5,0,38,17,1,27,0,1,1,7,3,0,0,0,3,1,1,2,56,163,181,28,32,40,43,31,6
1,2017,Learning Invariant Representations Of Planar Curves ,28,3,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,Accept (Poster),Accepted,5,6,8,6.33,good,ICLR_2017_175_paper.json,1,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,10,1,0,11,9,0,24,0,8,3,4,0,1,0,0,0,0,2,2,39,104,6,0,2,1,2,1,1
1,2020,Dynamics-Aware Embeddings,48,18,26,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2020_459_paper.json,2,1,5,1,1,0,1,8,2,0,0,5,0,0,0,1,1,2,7,37,3,3,13,10,1,50,2,21,3,7,2,0,2,1,2,0,0,1,20,141,729,0,0,7,13,6,6
1,2019,A rotation-equivariant convolutional neural network model of primary visual cortex,34,10,0,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Accept (Poster),Accepted,5,7,8,6.67,good,ICLR_2019_153_paper.json,1,0,2,0,3,2,2,4,1,0,1,5,0,0,1,0,1,0,4,27,0,3,12,5,0,52,0,14,1,5,0,0,0,0,0,1,2,1,19,115,28,1,8,5,4,9,6
0,2019,Training for Faster Adversarial Robustness Verification via Inducing ReLU Stability,36,25,3,6,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,5,8,7,6.67,good,ICLR_2019_55_paper.json,0,0,5,1,5,0,1,10,1,3,0,2,2,0,4,0,3,0,2,39,2,3,47,9,1,56,2,21,4,14,2,1,0,2,1,0,2,1,38,206,160,8,39,47,41,33,9
1,2019,Excessive Invariance Causes Adversarial Vulnerability,47,28,12,10,8,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2019_86_paper.json,1,1,13,3,3,6,3,7,0,0,0,3,0,0,0,0,3,0,5,48,3,1,25,7,2,55,1,15,3,7,1,0,1,1,0,0,3,0,34,159,130,1,37,46,24,23,7
0,2018,Few-Shot Learning with Graph Neural Networks,32,20,13,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_187_paper.json,1,1,1,2,1,2,4,2,1,0,0,14,3,0,0,1,2,1,3,39,5,1,16,10,0,16,1,5,3,4,0,2,4,0,1,0,0,0,43,111,0,55,142,220,255,212,71
1,2020,RNA Secondary Structure Prediction By Learning Unrolled Algorithms,36,7,3,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Talk),Accepted,8,6,8,7.33,good,ICLR_2020_670_paper.json,2,0,7,1,1,1,0,1,1,0,0,4,0,0,0,0,1,1,3,23,6,0,27,7,3,55,2,21,0,7,1,0,2,1,3,3,3,2,55,198,54,0,0,13,20,25,10
1,2017,Towards a Neural Statistician,32,16,10,3,1,4,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2017_57_paper.json,1,4,0,3,2,0,2,5,2,0,0,4,0,0,0,0,2,0,4,29,3,0,8,6,1,31,0,16,1,3,4,1,0,2,0,0,1,7,47,131,346,58,73,74,69,44,12
1,2018,Memory-based Parameter Adaptation,43,27,21,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2018_154_paper.json,1,0,4,0,3,1,5,3,0,1,0,8,0,0,0,0,3,0,3,32,8,0,21,9,2,38,2,7,4,11,0,2,3,1,1,2,3,6,41,161,11,17,18,15,9,12,2
0,2018,Consequentialist conditional cooperation in social dilemmas with imperfect information,57,26,15,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,Accept (Poster),Accepted,7,5,6,6,good,ICLR_2018_231_paper.json,0,1,9,1,4,2,4,5,0,0,0,0,0,0,0,0,1,1,6,34,6,1,30,15,2,43,5,12,3,5,4,0,0,3,1,0,3,1,32,166,53,12,7,13,11,9,4
1,2018,Lifelong Learning with Dynamically Expandable Networks,19,9,3,1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,8,7,good,ICLR_2018_248_paper.json,1,0,3,1,4,0,0,4,0,0,1,7,0,0,0,0,0,0,3,24,2,0,25,9,2,38,1,7,1,10,0,1,3,0,0,2,0,4,29,134,625,41,101,152,169,182,79
1,2017,Towards Principled Methods for Training Generative Adversarial Networks,13,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Oral),Accepted,8,10,7,8.33,good,ICLR_2017_5_paper.json,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,3,1,41,3,1,78,2,6,0,3,1,2,0,0,0,0,1,2,118,262,1609,18,32,319,309,233,85
0,2018,Self-ensembling for visual domain adaptation,29,20,6,2,3,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_278_paper.json,4,0,2,2,0,3,4,3,0,2,0,10,1,0,2,0,4,1,4,42,6,1,15,11,2,20,0,4,2,14,0,5,3,0,2,0,2,1,36,124,2,23,64,106,94,81,26
1,2019,Universal Transformers,33,12,11,2,4,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,8,6,6,6.67,good,ICLR_2019_276_paper.json,5,1,3,5,0,2,2,6,1,0,0,2,3,0,2,0,1,1,6,40,2,0,25,15,0,24,2,5,2,6,1,0,1,0,2,1,1,1,48,136,452,14,90,120,131,111,48
1,2019,Learning Neural PDE Solvers with Convergence Guarantees,25,15,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Accept (Poster),Accepted,7,8,6,7,good,ICLR_2019_458_paper.json,2,1,2,0,1,0,0,1,0,1,0,4,1,0,0,0,2,0,4,19,4,0,12,6,3,59,0,8,3,22,1,1,0,1,0,0,3,2,70,195,82,0,12,23,27,22,10
0,2020,Contrastive Learning of Structured World Models,69,23,22,2,9,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Talk),Accepted,8,8,8,8,good,ICLR_2020_646_paper.json,0,0,6,2,3,4,2,8,2,1,1,4,1,1,0,1,1,2,9,48,3,2,17,4,1,50,3,22,2,12,7,0,1,1,1,0,2,7,49,184,182,0,1,54,58,70,16
1,2019,On the Relation Between the Sharpest Directions of DNN Loss and the SGD Step Length,27,17,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2019_350_paper.json,0,0,5,0,1,3,1,1,0,0,1,2,1,0,3,0,3,2,1,24,1,4,18,1,0,62,2,12,2,8,4,1,0,0,6,0,7,1,42,171,73,3,14,24,12,21,11
1,2020,Self-Adversarial Learning with Comparative Discrimination for Text Generation,28,8,9,0,7,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,3,8,6.33,good,ICLR_2020_121_paper.json,1,0,3,1,2,2,7,5,0,1,0,1,0,0,0,0,6,1,3,33,1,2,25,9,0,31,2,10,1,18,1,2,3,3,3,0,1,1,20,133,12,0,1,4,5,2,3
1,2020,ES-MAML: Simple Hessian-Free Meta Learning,34,16,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,8,8,1,5.67,good,ICLR_2020_48_paper.json,3,0,11,4,2,2,0,5,1,1,0,2,3,0,3,0,2,0,9,48,6,2,41,16,2,49,2,13,4,9,0,0,1,0,2,1,1,5,51,205,78,0,3,24,37,18,4
1,2018,Imitation Learning from Visual Data with Multiple Intentions,38,13,7,1,5,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,4,6,5.33,good,ICLR_2018_38_paper.json,3,2,3,1,2,3,2,5,0,1,2,6,0,0,3,0,3,0,4,40,5,0,22,3,1,44,6,13,1,15,2,0,4,1,0,0,3,5,81,206,10,0,3,3,2,2,0
1,2020,Sequential Latent Knowledge Selection for Knowledge-Grounded Dialogue,47,27,0,5,4,1,0,0,0,8,9,2,0,0,0,1,1,0,0,0,0,0,0,0,Accept (Spotlight),Accepted,8,6,8,7.33,good,ICLR_2020_601_paper.json,1,0,1,1,3,3,2,10,1,2,0,9,1,0,0,0,1,0,4,39,4,0,19,8,1,31,3,18,2,10,0,0,0,1,2,2,2,4,38,145,97,0,0,14,37,48,15
1,2017,Visualizing Deep Neural Network Decisions: Prediction Difference Analysis,21,7,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,9,6,7,good,ICLR_2017_125_paper.json,0,0,1,2,2,0,3,2,0,0,0,3,0,0,0,0,2,0,1,16,0,0,26,7,1,22,1,11,4,8,0,2,0,0,2,0,1,2,33,120,566,91,112,147,107,86,30
1,2018,Mastering the Dungeon: Grounded Language Learning by Mechanical Turker Descent,25,8,11,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Accept (Poster),Accepted,7,7,8,7.33,good,ICLR_2018_103_paper.json,1,0,5,1,2,0,0,0,0,1,0,0,0,0,0,0,3,0,2,15,2,2,37,15,2,36,3,14,3,11,2,2,1,2,4,2,3,3,43,187,23,3,7,5,8,0,1
0,2020,Mixed-curvature Variational Autoencoders,59,24,11,9,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2020_452_paper.json,0,2,4,3,5,3,2,4,1,3,1,7,1,0,1,0,5,0,14,56,6,2,43,8,3,76,1,15,4,7,2,3,1,1,0,2,4,1,161,340,259,0,1,9,17,12,5
1,2020,Making Sense of Reinforcement Learning and Probabilistic Inference,49,10,9,2,10,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_630_paper.json,2,2,14,4,1,3,0,5,0,0,1,1,1,0,4,1,0,1,5,45,5,4,39,12,3,46,1,6,3,6,1,0,0,2,1,0,4,1,53,187,26,1,1,8,6,11,3
1,2020,The intriguing role of module criticality in the generalization of deep networks,30,14,6,7,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Spotlight),Accepted,8,6,6,6.67,good,ICLR_2020_604_paper.json,0,0,0,1,1,4,2,6,1,0,0,4,0,0,4,0,0,1,4,28,5,1,18,8,0,61,0,15,0,8,3,1,0,3,2,2,3,1,69,200,30,0,1,10,11,9,1
1,2020,Shifted and Squeezed 8-bit Floating Point format for Low-Precision Training of Deep Neural Networks,26,11,6,1,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Accept (Poster),Accepted,6,6,1,4.33,good,ICLR_2020_284_paper.json,0,0,3,2,3,1,1,3,0,0,0,1,1,1,0,0,0,0,4,20,1,0,14,3,1,13,0,8,0,4,1,1,1,0,0,0,0,2,35,84,26,0,1,7,10,7,7
1,2018,Deep Learning as a Mixed Convex-Combinatorial Optimization Problem,37,14,2,3,4,6,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_84_paper.json,5,0,6,2,4,1,2,9,1,1,0,3,0,0,1,0,1,0,3,39,4,2,30,16,1,34,3,11,1,9,3,1,3,1,2,2,3,1,43,170,17,7,5,2,2,1,0
1,2019,Guiding Policies with Language via Meta-Learning,45,20,1,0,1,3,4,0,0,3,7,1,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2019_223_paper.json,1,0,1,2,1,2,1,4,0,0,0,4,0,0,0,0,2,0,4,22,0,2,22,16,1,37,3,22,4,13,0,1,3,3,1,0,0,3,83,214,44,1,10,10,9,15,4
1,2020,On Bonus Based Exploration Methods In The Arcade Learning Environment,29,14,5,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,,6,good,ICLR_2020_316_paper.json,0,0,7,1,3,1,3,5,0,2,0,2,1,0,1,1,0,1,4,32,1,1,35,5,2,22,2,5,3,15,2,1,0,2,0,2,0,2,23,123,31,0,2,9,16,6,7
1,2020,Analysis of Video Feature Learning in Two-Stream CNNs on the Example of Zebrafish Swim Bout Classification,58,10,6,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_64_paper.json,1,1,7,1,1,2,0,10,0,3,0,4,2,0,3,1,4,2,4,46,0,1,19,4,2,56,1,7,3,9,1,2,3,0,5,0,1,0,30,144,1,0,0,0,1,1,0
1,2018,Non-Autoregressive Neural Machine Translation,16,7,7,1,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2018_294_paper.json,1,0,2,2,1,0,3,3,1,1,0,1,0,0,0,0,0,0,2,17,4,0,21,9,0,22,1,12,2,3,0,0,1,2,0,1,1,1,27,107,0,22,67,97,101,116,40
1,2017,The Concrete Distribution: A Continuous Relaxation of Discrete Random Variables,45,15,9,1,6,7,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,Accept (Poster),Accepted,7,9,8,8,good,ICLR_2017_115_paper.json,1,0,5,3,4,1,3,2,0,1,0,7,0,0,0,0,1,0,5,33,9,1,33,10,1,54,7,10,0,6,1,0,0,0,1,0,3,0,101,237,1795,0,0,323,312,259,106
